000.000	000.000	000.000	000.000	-001.126	
000.000	000.000	000.000	000.000	-001.588	
000.000	000.000	000.000	000.000	-002.230	
000.000	000.000	-000.000	-000.351	-002.713	
000.000	000.000	-000.000	-000.351	-002.717	
000.000	000.000	-000.000	-000.351	-003.293	
000.000	000.000	000.007	003.696	-003.405	
000.000	000.000	000.007	003.696	-002.601	
000.000	000.000	000.007	003.696	-002.184	
000.000	000.000	000.024	004.285	-002.026	
000.000	000.000	000.024	004.285	-001.912	
000.000	000.000	000.024	004.285	-001.813	
000.000	000.000	000.048	004.285	-001.869	
000.000	000.000	000.048	004.285	-002.126	
000.000	000.000	000.048	004.285	-001.923	
000.000	000.000	000.064	-000.182	-001.669	
000.000	000.000	000.064	-000.182	-001.963	
000.000	000.000	000.064	-000.182	-002.217	
000.000	000.000	000.077	000.155	-002.724	
000.000	000.000	000.077	000.155	-002.345	
000.000	000.000	000.077	000.155	-002.768	
000.000	000.000	000.087	000.406	-002.288	
000.000	000.000	000.087	000.406	-002.075	
000.000	000.000	000.087	000.406	-001.800	
000.000	000.000	000.096	000.745	-001.566	
000.000	000.000	000.096	000.745	-001.490	
000.000	000.000	000.096	000.745	-001.075	
000.000	000.000	000.105	000.829	-001.053	
000.000	000.000	000.105	000.829	-001.003	
000.000	000.000	000.105	000.829	-001.131	
000.000	000.000	000.113	000.829	-000.974	
000.000	000.000	000.113	000.829	-001.087	
000.000	000.000	000.113	000.829	-000.986	
000.000	000.000	000.120	000.324	-000.933	
000.000	000.000	000.120	000.324	-000.716	
000.000	000.000	000.120	000.324	-000.729	
000.000	000.000	000.127	000.745	-000.685	
000.000	000.000	000.127	000.745	-000.871	
000.000	000.000	000.127	000.745	-000.566	
000.000	000.000	000.132	000.406	-000.184	
000.000	000.000	000.132	000.406	-000.173	
000.000	000.000	000.132	000.406	-000.232	
000.000	000.000	000.138	000.829	-000.281	
000.000	000.000	000.138	000.829	000.026	
000.000	000.000	000.138	000.829	000.002	
000.000	000.000	000.144	000.829	-000.133	
000.000	000.000	000.144	000.829	-000.248	
000.000	000.000	000.144	000.829	-000.209	
000.000	000.000	000.150	000.829	-000.102	
000.000	000.000	000.150	000.829	-000.121	
000.000	000.000	000.150	000.829	-000.343	
000.000	000.000	000.154	-000.097	-000.707	
000.000	000.000	000.154	-000.097	-000.656	
000.000	000.000	000.154	-000.097	-000.480	
000.000	000.000	000.157	-000.097	-000.389	
000.000	000.000	000.157	-000.097	-000.403	
000.000	000.000	000.157	-000.097	-000.447	
000.000	000.000	000.158	000.155	000.014	
000.000	000.000	000.158	000.155	-000.232	
000.000	000.000	000.158	000.155	-000.114	
000.000	000.000	000.159	000.071	-000.173	
000.000	000.000	000.159	000.071	-000.157	
000.000	000.000	000.159	000.071	000.252	
000.000	000.000	000.160	-000.097	000.677	
000.000	000.000	000.160	-000.097	000.917	
000.000	000.000	000.160	-000.097	000.971	
000.000	000.000	000.159	-000.097	000.790	
000.000	000.000	000.159	-000.097	000.443	
000.000	000.000	000.159	-000.097	000.608	
000.000	000.000	000.158	-000.266	000.672	
000.000	000.000	000.158	-000.266	000.772	
000.000	000.000	000.158	-000.266	000.695	
000.000	000.000	000.155	-000.351	000.555	
000.000	000.000	000.155	-000.351	000.786	
000.000	000.000	000.155	-000.351	000.902	
000.000	000.000	000.152	-000.351	000.671	
000.000	000.000	000.152	-000.351	000.440	
000.000	000.000	000.152	-000.351	000.240	
000.000	000.000	000.149	-000.351	000.455	
