000005;000351;000004;000152;
000004;000140;
000004;000159;
000004;000133;
000004;000183;
000005;000175;
000005;000125;
000005;000065;
000005;000033;
000005;000006;
000005;000060;
000005;000018;
000005;000038;
000005;000020;
000005;000007;
000005;000026;
000005;000092;
000005;000097;
000005;000004;
000005;000039;
000004;000057;
000004;000016;
000005;000041;
000005;000009;
000005;000011;
000005;000030;
000005;000083;
000005;000146;
000005;000147;
000005;000188;
000005;000219;
000005;000294;
000005;000383;
000005;000356;
000005;000306;
000005;000287;
000004;000267;
000004;000300;
000004;000303;
000004;000305;
000004;000265;
000003;000179;
000003;000118;
000003;000047;
000004;000006;
000003;000019;
000004;000050;
000003;000066;
000003;000135;
000003;000125;
000004;000170;
000004;000174;
000004;000180;
000004;000173;
000005;000318;
000005;000346;
000005;000385;
000005;000291;
000005;000167;
000005;000153;
000005;000131;
000005;000136;
000005;000176;
000005;000210;
000005;000218;
000005;000299;
000005;000405;
000005;000406;
000005;000417;
000005;000435;
000004;000298;
000004;000306;
000004;000319;
000003;000435;
000004;000452;
000003;000481;
000004;000462;
000004;000469;
000004;000509;
000004;000567;
000004;000613;
000005;000609;
000005;000541;
000005;000526;
000005;000506;
000006;000475;
000006;000488;
000006;000507;
000007;000435;
000007;000410;
000007;000425;
000007;000449;
000006;000522;
000006;000630;
000005;000655;
000005;000673;
000005;000687;
000006;000695;
000006;000629;
000007;000527;
000007;000316;
000007;000187;
000006;000028;
000005;000025;
000005;000139;
000005;000269;
000006;000394;
000006;000453;
000006;000395;
000007;000342;
000007;000389;
000007;000409;
000007;000461;
000007;000641;
000007;000750;
000008;000788;
000008;000881;
000008;001002;
000008;001132;
000007;001273;
000007;001438;
000007;001537;
000007;001628;
000007;001754;
000007;001867;
000008;001900;
000008;001872;
000009;001782;
000008;001588;
000009;001405;
000008;001253;
000008;001084;
000009;000917;
000009;000699;
000009;000244;
000010;000016;
000010;000269;
000010;000443;
000010;000579;
000010;000676;
000010;000769;
000010;000860;
000011;000922;
000011;000955;
000010;000850;
000010;000861;
000009;000827;
000010;000776;
000010;000814;
000009;000731;
000009;000643;
000009;000521;
000008;000482;
000008;000462;
000007;000388;
000008;000276;
000007;000158;
000007;000025;
000007;000127;
000007;000260;
000007;000356;
000007;000409;
000007;000488;
000007;000573;
000007;000582;
000007;000600;
000007;000577;
000006;000517;
000006;000475;
000007;000528;
000007;000613;
000007;000629;
000007;000605;
000007;000545;
000007;000438;
000007;000247;
000006;000041;
000008;000155;
000008;000276;
000008;000688;
000009;000784;
000008;000902;
000009;001008;
000009;001083;
000009;001109;
000009;001136;
000010;001178;
000011;001239;
000010;001212;
000009;001157;
000009;001107;
000008;001039;
000008;000950;
000007;000884;
000007;000859;
000006;000857;
000006;000880;
000007;000791;
000008;000704;
000008;000551;
000007;000436;
000004;000270;
000002;000099;
000004;000051;
000006;000171;
000005;000108;
000006;000040;
000005;000104;
000005;000217;
000005;000252;
000005;000183;
000005;000112;
000004;000066;
000005;000038;
000006;000053;
000007;000000;
000008;000109;
000008;000280;
000008;000422;
000008;000579;
000007;000635;
000007;000683;
000007;000672;
000007;000719;
000007;000818;
000008;000916;
000007;000937;
000006;000923;
000007;000909;
000007;000956;
000007;001005;
000007;000947;
000006;000858;
000006;000722;
000006;000579;
000007;000417;
000008;000245;
000008;000126;
000007;000004;
000006;000150;
000006;000496;
000006;000342;
000007;000355;
000007;000363;
000007;000430;
000006;000517;
000007;000695;
000008;000862;
000008;000982;
000007;000972;
000006;000931;
000006;000957;
000006;000971;
000006;001019;
000006;001079;
000006;001134;
000006;001206;
000005;001220;
000004;001251;
000005;001304;
000004;001374;
000003;001343;
000004;001238;
000004;001175;
000003;001094;
000005;000983;
