000.001;
000.001	010.320	011.200	-000.001	
000.001	010.352	011.168	-000.003	
000.001	010.344	011.176	-000.005	
000.001	010.348	011.172	-000.006	
000.001	010.354	011.166	-000.008	
000.001	010.354	011.166	-000.009	
000.002	010.346	011.174	-000.011	
000.002	010.360	011.160	-000.013	
000.001	010.348	011.172	-000.015	
000.002	010.350	011.170	-000.017	
000.001	010.352	011.168	-000.019	
000.001	010.354	011.166	-000.021	
000.001	010.352	011.168	-000.023	
000.001	010.346	011.174	-000.024	
000.001	010.346	011.174	-000.026	
000.001	010.354	011.166	-000.028	
000.001	010.354	011.166	-000.029	
000.001	010.344	011.176	-000.031	
000.001	010.348	011.172	-000.033	
000.001	010.354	011.166	-000.034	
000.001	010.346	011.174	-000.036	
000.001	010.346	011.174	-000.038	
000.001	010.350	011.170	-000.039	
000.001	010.344	011.176	-000.041	
000.001	010.344	011.176	-000.043	
000.001	010.344	011.176	-000.044	
000.001	010.348	011.172	-000.046	
000.001	010.352	011.168	-000.048	
000.001	010.348	011.172	-000.049	
000.001	010.344	011.176	-000.051	
000.001	010.350	011.170	-000.053	
000.001	010.350	011.170	-000.054	
000.001	010.344	011.176	-000.056	
000.001	010.348	011.172	-000.058	
000.001	010.348	011.172	-000.059	
000.001	010.350	011.170	-000.061	
000.001	010.348	011.172	-000.062	
000.001	010.342	011.178	-000.064	
000.001	010.356	011.164	-000.065	
000.001	010.350	011.170	-000.066	
000.001	010.346	011.174	-000.068	
000.001	010.348	011.172	-000.069	
000.001	010.350	011.170	-000.071	
000.001	010.350	011.170	-000.072	
000.001	010.352	011.168	-000.073	
000.001	010.346	011.174	-000.075	
000.001	010.352	011.168	-000.076	
000.001	010.354	011.166	-000.078	
000.001	010.344	011.176	-000.079	
000.001	010.344	011.176	-000.080	
000.001	010.356	011.164	-000.081	
000.001	010.352	011.168	-000.082	
000.001	010.350	011.170	-000.084	
000.001	010.338	011.182	-000.086	
000.001	010.350	011.170	-000.087	
000.001	010.352	011.168	-000.089	
000.001	010.346	011.174	-000.090	
000.001	010.352	011.168	-000.092	
000.001	010.356	011.164	-000.093	
000.001	010.350	011.170	-000.095	
000.001	010.348	011.172	-000.096	
000.001	010.346	011.174	-000.097	
000.001	010.346	011.174	-000.099	
000.001	010.352	011.168	-000.100	
000.001	010.352	011.168	-000.101	
000.001	010.344	011.176	-000.103	
000.001	010.344	011.176	-000.105	
000.001	010.352	011.168	-000.106	
000.001	010.350	011.170	-000.107	
000.001	010.352	011.168	-000.109	
000.001	010.346	011.174	-000.110	
000.001	010.354	011.166	-000.111	
000.001	010.348	011.172	-000.113	
000.001	010.344	011.176	-000.114	
000.001	010.352	011.168	-000.115	
000.001	010.356	011.164	-000.116	
000.001	010.350	011.170	-000.117	
000.001	010.350	011.170	-000.119	
000.001	010.346	011.174	-000.120	
000.001	010.346	011.174	-000.121	
000.001	010.356	011.164	-000.122	
000.001	010.352	011.168	-000.124	
000.001	010.346	011.174	-000.125	
000.000	010.352	011.168	-000.126	
000.001	010.350	011.170	-000.127	
000.000	010.350	011.170	-000.127	
000.000	010.348	011.172	-000.128	
000.001	010.352	011.168	-000.129	
000.000	010.354	011.166	-000.130	
000.000	010.348	011.172	-000.131	
000.000	010.346	011.174	-000.132	
000.000	010.354	011.166	-000.132	
000.000	010.352	011.168	-000.133	
000.000	010.354	011.166	-000.134	
000.000	010.352	011.168	-000.134	
000.000	010.346	011.174	-000.135	
000.000	010.352	011.168	-000.135	
000.000	010.352	011.168	-000.136	
000.000	010.350	011.170	-000.136	
000.000	010.352	011.168	-000.136	
000.000	010.350	011.170	-000.137	
000.000	010.352	011.168	-000.137	
000.000	010.350	011.170	-000.137	
000.000	010.348	011.172	-000.138	
000.000	010.356	011.164	-000.138	
000.000	010.356	011.164	-000.138	
000.000	010.348	011.172	-000.139	
-010.350	011.170	-000.138	
-010.348	011.172	-000.138	
000.000	010.354	011.166	-000.138	
-010.356	011.164	-000.138	
-010.350	011.170	-000.138	
000.000	010.346	011.174	-000.138	
000.000	010.352	011.168	-000.138	
-010.350	011.170	-000.138	
000.000	010.352	011.168	-000.138	
-010.348	011.172	-000.138	
-010.352	011.168	-000.137	
000.000	010.354	011.166	-000.138	
000.000	010.346	011.174	-000.138	
-010.350	011.170	-000.138	
-010.358	011.162	-000.137	
-010.352	011.168	-000.137	
-010.350	011.170	-000.137	
000.000	010.350	011.170	-000.137	
000.000	010.346	011.174	-000.137	
-010.352	011.168	-000.137	
000.000	010.352	011.168	-000.137	
000.000	010.348	011.172	-000.137	
-010.352	011.168	-000.137	
000.000	010.350	011.170	-000.137	
000.000	010.350	011.170	-000.137	
000.000	010.346	011.174	-000.137	
000.000	010.346	011.174	-000.138	
000.000	010.354	011.166	-000.138	
000.000	010.352	011.168	-000.138	
000.000	010.344	011.176	-000.138	
000.000	010.346	011.174	-000.138	
-010.348	011.172	-000.138	
000.000	010.350	011.170	-000.139	
000.000	010.348	011.172	-000.139	
000.000	010.344	011.176	-000.139	
000.000	010.346	011.174	-000.139	
000.000	010.340	011.180	-000.140	
000.000	010.324	011.196	-000.140	
000.000	010.292	011.228	-000.140	
000.000	010.270	011.250	-000.141	
000.000	010.246	011.274	-000.141	
000.000	010.226	011.294	-000.142	
000.001	010.202	011.318	-000.143	
000.001	010.188	011.332	-000.145	
000.001	010.178	011.342	-000.146	
000.002	010.158	011.362	-000.148	
000.002	010.140	011.380	-000.151	
000.002	010.132	011.388	-000.154	
000.003	010.126	011.394	-000.157	
000.003	010.118	011.402	-000.161	
000.004	010.112	011.408	-000.165	
000.004	010.106	011.414	-000.170	
000.005	010.096	011.424	-000.175	
000.005	010.086	011.434	-000.181	
000.006	010.084	011.436	-000.187	
000.006	010.076	011.444	-000.194	
000.007	010.080	011.440	-000.201	
000.007	010.070	011.450	-000.209	
000.008	010.066	011.454	-000.217	
000.008	010.064	011.456	-000.225	
000.009	010.056	011.464	-000.235	
000.009	010.064	011.456	-000.244	
000.009	010.052	011.468	-000.254	
000.010	010.052	011.468	-000.264	
000.010	010.048	011.472	-000.275	
000.011	010.046	011.474	-000.286	
000.011	010.050	011.470	-000.298	
000.012	010.044	011.476	-000.310	
000.012	010.038	011.482	-000.323	
000.013	010.048	011.472	-000.336	
000.013	010.040	011.480	-000.350	
000.014	010.052	011.468	-000.364	
000.014	010.044	011.476	-000.379	
000.015	010.050	011.470	-000.395	
000.015	010.038	011.482	-000.410	
000.016	010.042	011.478	-000.427	
000.016	010.032	011.488	-000.443	
000.016	010.038	011.482	-000.460	
000.017	010.032	011.488	-000.478	
000.018	010.040	011.480	-000.496	
000.018	010.036	011.484	-000.515	
000.019	010.036	011.484	-000.534	
000.019	010.038	011.482	-000.554	
000.020	010.038	011.482	-000.574	
000.020	010.046	011.474	-000.595	
000.021	010.064	011.456	-000.616	
000.021	010.060	011.460	-000.638	
000.021	010.072	011.448	-000.660	
000.022	010.078	011.442	-000.682	
000.022	010.092	011.428	-000.705	
000.022	010.108	011.412	-000.728	
000.023	010.120	011.400	-000.751	
000.023	010.140	011.380	-000.775	
000.023	010.146	011.374	-000.799	
000.024	010.170	011.350	-000.823	
000.024	010.184	011.336	-000.848	
000.024	010.200	011.320	-000.873	
000.025	010.220	011.300	-000.898	
000.025	010.234	011.286	-000.923	
000.025	010.262	011.258	-000.949	
000.025	010.290	011.230	-000.974	
000.025	010.298	011.222	-001.000	
000.025	010.322	011.198	-001.025	
000.025	010.334	011.186	-001.050	
000.024	010.350	011.170	-001.075	
000.024	010.364	011.156	-001.100	
000.024	010.380	011.140	-001.124	
000.024	010.396	011.124	-001.149	
000.024	010.410	011.110	-001.173	
000.024	010.422	011.098	-001.197	
000.023	010.440	011.080	-001.221	
000.023	010.446	011.074	-001.244	
000.023	010.464	011.056	-001.268	
000.022	010.468	011.052	-001.290	
000.022	010.504	011.016	-001.313	
000.022	010.508	011.012	-001.335	
000.022	010.522	010.998	-001.357	
000.021	010.526	010.994	-001.379	
000.021	010.544	010.976	-001.400	
000.020	010.552	010.968	-001.421	
000.020	010.560	010.960	-001.441	
000.019	010.578	010.942	-001.461	
000.019	010.584	010.936	-001.481	
000.019	010.584	010.936	-001.500	
000.018	010.596	010.924	-001.518	
000.018	010.610	010.910	-001.536	
000.017	010.610	010.910	-001.554	
000.016	010.622	010.898	-001.571	
000.016	010.634	010.886	-001.588	
000.016	010.648	010.872	-001.604	
000.015	010.644	010.876	-001.620	
000.014	010.658	010.862	-001.634	
000.014	010.668	010.852	-001.649	
000.014	010.672	010.848	-001.663	
000.013	010.678	010.842	-001.677	
000.012	010.680	010.840	-001.689	
000.012	010.684	010.836	-001.701	
000.011	010.688	010.832	-001.713	
000.010	010.694	010.826	-001.724	
000.010	010.700	010.820	-001.734	
000.008	010.704	010.816	-001.742	
000.007	010.706	010.814	-001.750	
000.006	010.710	010.810	-001.756	
000.005	010.714	010.806	-001.762	
000.005	010.718	010.802	-001.767	
000.004	010.718	010.802	-001.772	
000.004	010.718	010.802	-001.776	
000.003	010.718	010.802	-001.780	
000.003	010.714	010.806	-001.783	
000.002	010.716	010.804	-001.786	
000.002	010.712	010.808	-001.788	
000.001	010.710	010.810	-001.790	
000.001	010.710	010.810	-001.791	
000.000	010.706	010.814	-001.791	
-010.706	010.814	-001.791	
-010.700	010.820	-001.790	
-010.698	010.822	-001.788	
-010.696	010.824	-001.786	
-010.694	010.826	-001.783	
-010.686	010.834	-001.779	
-010.670	010.850	-001.774	
-010.664	010.856	-001.768	
-010.642	010.878	-001.762	
-010.618	010.902	-001.756	
-010.588	010.932	-001.749	
-010.560	010.960	-001.741	
-010.532	010.988	-001.732	
-010.508	011.012	-001.724	
-010.484	011.036	-001.715	
-010.466	011.054	-001.706	
-010.448	011.072	-001.696	
-010.426	011.094	-001.686	
-010.410	011.110	-001.677	
-010.396	011.124	-001.667	
-010.390	011.130	-001.656	
-010.380	011.140	-001.645	
-010.358	011.162	-001.634	
-010.348	011.172	-001.623	
-010.338	011.182	-001.611	
-010.332	011.188	-001.600	
-010.324	011.196	-001.588	
-010.316	011.204	-001.576	
-010.304	011.216	-001.564	
-010.292	011.228	-001.551	
-010.274	011.246	-001.538	
-010.264	011.256	-001.524	
-010.248	011.272	-001.511	
-010.232	011.288	-001.498	
-010.206	011.314	-001.485	
-010.184	011.336	-001.473	
-010.154	011.366	-001.461	
