002.117,008.380
001.137,008.130
-001.058,008.166
-002.791,007.475
-003.211,007.943
000.271,008.465
001.662,009.843
001.592,008.668
-000.752,007.561
-004.637,006.934
-008.583,006.934
-009.738,005.194
-008.671,005.502
-005.582,006.663
-001.837,005.762
000.866,006.225
001.251,007.156
-001.085,007.730
-004.200,007.188
-006.763,006.225
-009.301,005.452
-009.660,004.763
-009.248,006.894
-007.157,007.385
-004.777,007.124
-004.838,007.352
-005.652,008.056
-007.157,007.764
-008.671,006.770
-009.371,007.543
-010.368,007.627
-011.165,007.475
-012.731,006.396
-014.035,005.170
-013.693,004.980
-010.246,005.217
-007.866,004.438
-006.562,005.736
-005.932,005.527
-006.125,005.477
-006.895,005.995
-006.807,005.477
-007.778,005.914
-008.128,005.941
-008.846,005.427
-009.913,006.512
-010.255,005.968
-010.946,006.253
-011.348,006.312
-013.273,005.331
-017.447,004.067
-019.617,003.292
-019.626,003.039
-018.436,002.290
-015.531,001.520
-012.486,001.520
-009.651,001.500
-008.032,002.018
-004.427,002.332
-001.321,001.847
002.607,003.207
002.983,004.282
001.653,004.282
000.918,003.699
-000.770,003.249
-002.730,002.750
-000.463,003.321
000.700,004.014
001.137,004.339
001.198,004.245
000.148,003.797
000.105,004.067
000.026,004.085
001.662,004.067
001.750,004.848
001.601,004.848
001.085,004.805
-000.752,004.614
-004.033,003.848
-005.171,002.823
-005.101,003.080
-002.152,002.579
-000.245,003.592
001.093,004.378
000.857,004.635
000.113,004.958
-002.231,005.003
-003.062,005.218
-003.167,005.502
-002.178,005.364
-001.890,004.418
-002.450,004.178
-003.430,003.657
-004.471,003.412
-004.165,004.236
-003.167,004.981
-002.992,004.398
-005.118,003.674
-007.638,002.687
-007.848,002.687
-004.375,002.726
-000.376,002.700
002.537,003.255
004.165,003.460
004.418,004.584
004.628,005.073
001.470,005.657
-003.132,006.220
-007.271,006.279
-010.955,004.922
-013.352,003.850
-010.622,003.286
-005.433,002.984
-001.128,002.915
000.402,003.990
-000.131,004.958
-002.231,004.936
-005.985,005.241
-010.832,004.378
-013.632,003.412
-016.038,002.121
-014.638,002.130
-010.062,002.385
-006.125,002.397
-002.345,002.915
-001.566,002.942
-000.910,003.239
-000.848,003.990
-001.373,003.691
-002.397,003.742
-004.243,003.476
-004.943,003.165
-005.153,003.428
-005.967,002.915
-006.518,003.179
-006.230,003.165
-007.665,002.364
-006.422,001.332
-006.510,001.338
-005.407,001.830
-002.931,001.548
-001.688,002.556
-002.301,002.280
-003.570,002.836
-003.797,002.836
-002.712,003.397
-002.240,003.641
-001.601,003.624
-001.330,003.592
-002.222,003.624
-002.957,003.954
-002.826,003.381
