-001.671,-000.259
-001.583,-000.260
-001.540,-000.514
-001.470,-000.521
-001.653,-000.257
-001.776,-000.521
-001.793,-000.262
-002.021,-000.255
-001.890,-000.516
-001.706,-000.260
-001.680,-000.259
-001.610,-000.515
-001.417,-000.516
-001.487,-000.258
-001.426,-000.258
-001.566,-000.523
-001.566,-000.518
-001.688,-000.514
-001.890,-000.513
-001.645,-000.256
-001.575,-000.514
-001.741,-000.258
-001.382,-000.254
-001.575,-000.258
-001.925,-000.521
-001.627,-000.516
-001.478,000.000
-001.321,-000.518
-001.802,-000.258
-001.365,-000.516
-001.592,-000.258
-001.478,-000.258
-001.802,-000.259
-001.785,-000.257
-001.715,-000.516
-001.662,-000.258
-001.443,-000.258
-001.417,-000.516
-001.513,-000.258
-001.776,-000.516
-001.706,-000.259
-001.837,-000.260
-001.890,-000.258
-001.680,-000.258
-001.452,-000.256
-001.601,-000.259
-001.522,-000.258
-001.540,-000.521
-001.951,-000.259
-002.003,-000.518
-001.592,-000.260
-001.846,-000.261
-001.522,-000.258
-001.872,-000.255
-001.592,-000.518
-001.662,-000.521
-001.715,-000.514
-001.303,-000.514
-001.487,-000.516
-001.452,-000.523
-001.732,-000.520
-001.548,-000.520
-001.382,-000.258
-001.496,-000.258
-001.697,-000.521
-001.583,-000.518
-001.706,-000.259
-001.986,-000.513
-001.785,-000.521
-001.522,-000.258
-001.400,-000.515
-001.566,-000.518
-001.321,-000.257
-001.732,-000.516
-001.636,-000.257
-001.505,-000.257
-001.443,-000.257
-001.461,-000.258
-001.688,-000.258
-001.697,-000.260
-001.662,-000.258
-001.732,-000.258
-001.802,-000.516
-001.522,-000.259
-001.461,-000.514
-001.793,-000.514
-001.583,-000.258
-001.627,-000.258
-001.618,-000.518
-001.557,-000.516
-001.233,-000.518
-001.627,-000.518
-001.531,-000.260
-001.610,-000.778
-001.592,-000.260
-001.758,-000.260
-001.636,-000.261
-001.548,-000.259
-001.575,-000.260
-001.636,-000.518
-001.785,-000.258
-001.478,-000.259
-001.645,-000.258
-001.496,000.000
-001.697,-000.518
-001.680,-000.516
-001.627,-000.257
-001.837,-000.258
-001.653,-000.258
-001.592,-000.257
-001.575,-000.778
-001.767,-000.259
-001.811,-000.516
-001.820,-000.258
-001.636,-000.518
-001.837,-000.255
-001.697,-000.518
-001.680,-000.258
-001.496,-000.518
-001.557,-000.770
-001.496,000.000
-001.531,-000.514
-001.566,-000.259
-001.575,-000.257
-001.365,-000.256
-001.610,-000.258
-001.522,-000.513
-001.592,-000.770
-001.470,-000.521
-001.575,-000.258
-001.898,-000.259
-001.592,-000.774
-001.181,-000.778
-001.417,-000.256
-001.653,-000.259
-001.767,-000.514
-001.828,-000.256
-001.662,-000.260
-001.785,-000.260
-001.601,-000.258
-001.662,-000.259
-001.583,-000.520
-001.662,-000.258
-001.802,-000.518
-001.767,000.000
-001.732,000.000
-001.531,-000.256
-001.312,-000.255
-001.382,-000.518
-001.478,-000.256
-001.513,-000.259
-001.452,-000.259
-001.478,-000.257
-001.505,-000.259
-001.531,-000.259
-001.820,-000.260
-001.566,-000.260
-001.575,-000.259
-001.715,-000.513
-001.566,-000.516
-001.505,-000.256
-001.767,-000.260
-001.496,-000.259
-001.505,-000.518
-001.321,-000.256
-001.802,-000.260
-001.697,-000.255
-001.767,-000.257
-001.732,000.000
-001.680,-000.258
