003.918	-006.912	
004.656	-009.030	
004.635	-009.607	
004.614	-010.281	
004.614	-010.640	
004.553	-010.972	
004.614	-011.410	
004.359	-011.156	
004.359	-011.593	
003.529	-012.355	
003.996	-012.600	
004.049	-012.512	
003.292	-013.282	
003.080	-013.151	
002.798	-013.370	
002.522	-013.588	
002.250	-013.510	
001.750	-013.527	
001.514	-013.641	
001.500	-013.492	
001.789	-013.580	
002.353	-013.536	
001.583	-013.203	
001.873	-012.556	
001.583	-012.302	
001.856	-012.547	
001.598	-011.760	
001.290	-011.480	
001.013	-011.025	
000.507	-009.616	
000.507	-008.802	
000.774	-008.575	
000.513	-008.216	
000.520	-007.708	
000.774	-007.586	
000.784	-006.851	
000.774	-006.168	
000.258	-005.407	
-000.258	-004.900	
-000.258	-005.118	
000.000	-004.620	
-000.520	-004.182	
-000.516	-003.920	
-000.254	-003.517	
-000.504	-002.957	
-000.750	-002.038	
-000.757	-001.968	
000.000	-001.732	
000.000	-001.522	
000.258	-001.111	
000.000	-000.358	
000.000	-000.385	
000.254	-000.393	
000.252	-000.315	
000.000	-000.052	
000.000	000.367	
000.000	-000.122	
000.255	-000.026	
000.770	-000.516	
000.777	-000.402	
001.023	000.332	
000.255	000.008	
000.511	-000.542	
000.251	-000.463	
000.000	-000.787	
000.000	-001.557	
-000.259	-001.785	
-000.255	-002.030	
-000.770	-002.782	
-000.518	-003.465	
-000.258	-003.858	
-000.255	-003.710	
000.251	-004.585	
000.252	-005.302	
000.252	-005.521	
000.251	-006.282	
000.253	-007.253	
000.248	-007.236	
000.734	-007.192	
000.483	-006.895	
000.744	-007.271	
001.036	-007.647	
001.628	-007.735	
002.256	-007.166	
001.446	-006.938	
000.859	-006.195	
001.101	-006.028	
000.537	-005.740	
000.523	-005.801	
000.256	-006.011	
-000.250	-006.588	
-000.244	-006.693	
-000.481	-007.192	
000.000	-007.918	
000.242	-008.260	
-000.244	-008.723	
000.000	-008.645	
000.000	-008.382	
000.000	-008.855	
-000.266	-008.723	
-000.266	-008.417	
-000.525	-008.391	
-000.525	-008.050	
-000.260	-007.936	
-000.525	-007.918	
-000.265	-007.953	
-001.051	-006.938	
-001.541	-007.542	
-002.342	-007.428	
-002.321	-007.402	
-002.786	-007.621	
-003.560	-007.770	
-003.321	-008.050	
-003.657	-007.577	
-003.381	-007.455	
-003.428	-006.982	
-003.428	-007.000	
-003.179	-006.772	
-003.954	-006.903	
-003.397	-006.247	
-003.444	-005.652	
-003.460	-005.040	
-003.954	-004.445	
-004.741	-004.033	
-003.918	-003.473	
-004.398	-003.657	
-003.624	-003.780	
-003.641	-003.290	
-003.336	-002.738	
-003.108	-002.555	
-002.602	-002.677	
-002.823	-002.187	
-002.556	-002.283	
-001.806	-001.942	
000.535	-002.327	
-002.111	-005.880	
-001.789	-018.182	
-002.045	-024.587	
-002.999	-028.437	
-003.453	-030.283	
-004.826	-030.511	
-005.147	-029.373	
-005.634	-027.877	
-005.888	-026.433	
-006.115	-024.228	
-007.730	-021.700	
-008.668	-018.296	
-009.462	-013.142	
-010.304	-008.076	
-010.304	-001.356	
-008.959	005.862	
-008.202	011.698	
-007.188	020.055	
-006.709	023.520	
-005.659	026.048	
-004.891	027.781	
-004.656	028.962	
-003.608	029.373	
-003.366	028.910	
-001.290	027.387	
-001.806	025.760	
-001.806	023.546	
-000.518	021.691	
-001.041	019.381	
-000.777	017.062	
000.000	013.868	
-001.273	010.876	
-000.774	004.943	
-001.267	003.290	
-001.023	002.380	
-000.777	001.750	
-000.781	002.301	
-000.777	002.773	
-001.051	002.896	
-000.264	003.832	
-000.258	005.101	
000.000	006.168	
000.000	006.615	
000.511	006.623	
000.767	006.588	
001.027	006.151	
000.760	005.556	
000.511	008.688	
001.027	008.540	
001.018	009.756	
000.511	011.068	
000.504	011.830	
000.000	012.390	
-000.251	012.888	
000.255	013.378	
-000.254	014.551	
000.253	014.936	
000.507	015.426	
000.516	015.662	
000.777	017.281	
000.774	018.681	
000.774	020.046	
000.774	023.756	
000.774	024.823	
001.041	026.740	
001.555	029.163	
002.342	031.220	
002.590	032.672	
003.080	031.105	
003.865	029.548	
004.656	029.040	
005.355	028.681	
006.340	028.568	
007.156	028.034	
007.628	028.008	
007.696	028.515	
007.984	028.235	
007.730	027.483	
007.914	025.943	
008.492	025.295	
008.275	024.403	
008.864	022.889	
009.676	021.209	
010.796	019.800	
011.968	018.566	
012.254	017.000	
013.167	016.169	
013.167	015.714	
014.036	015.714	
014.652	015.504	
015.700	015.373	
016.576	014.646	
017.140	014.821	
019.230	016.685	
018.984	018.741	
019.603	019.853	
019.855	020.894	
020.089	021.594	
020.876	020.955	
021.571	020.640	
021.340	019.914	
021.709	019.266	
022.259	019.424	
022.564	019.678	
023.198	020.666	
023.812	021.743	
023.937	023.081	
024.424	024.061	
025.588	025.374	
025.265	028.051	
025.912	028.025	
027.439	027.386	
028.532	027.089	
029.411	025.820	
029.054	024.700	
029.623	024.070	
030.327	023.493	
029.714	023.510	
029.804	024.018	
030.168	025.146	
030.752	026.503	
031.173	027.518	
030.797	028.918	
031.719	030.248	
032.340	032.348	
032.461	032.060	
032.326	031.255	
032.595	030.616	
032.190	030.633	
032.050	030.896	
031.507	030.423	
030.686	030.423	
030.564	029.855	
029.688	029.330	
029.348	028.560	
030.307	026.626	
029.775	025.558	
029.101	023.563	
029.474	022.050	
029.193	017.666	
028.715	016.432	
028.858	014.647	
028.142	013.483	
027.953	012.153	
027.620	010.150	
027.207	008.933	
026.951	008.356	
027.138	007.350	
027.138	006.335	
027.433	004.620	
027.851	002.808	
028.430	001.172	
027.662	-000.822	
026.989	-003.526	
027.286	-007.822	
027.433	-009.730	
027.724	-012.040	
027.393	-013.772	
