-000.004;
-000.004;024.240;025.920;000.010;
-000.004;024.248;025.912;000.010;
-000.004;024.248;025.912;000.010;
-000.004;024.248;025.912;000.010;
-000.005;024.248;025.912;000.010;
-000.005;024.250;025.910;000.010;
-000.006;024.250;025.910;000.010;
-000.006;024.252;025.908;000.010;
-000.007;024.252;025.908;000.010;
-000.008;024.254;025.906;000.010;
-000.009;024.256;025.904;000.010;
-000.010;024.258;025.902;000.010;
-000.010;024.260;025.900;000.010;
-000.010;024.260;025.900;000.010;
-000.010;024.260;025.900;000.010;
-000.010;024.260;025.900;000.010;
-000.010;024.260;025.900;000.010;
-000.010;024.260;025.900;000.010;
-000.011;024.260;025.900;000.010;
-000.011;024.262;025.898;000.010;
-000.011;024.262;025.898;000.010;
-000.010;024.262;025.898;000.010;
-000.010;024.260;025.900;000.010;
-000.009;024.260;025.900;000.010;
-000.009;024.258;025.902;000.010;
-000.009;024.258;025.902;000.010;
-000.008;024.258;025.902;000.010;
-000.008;024.256;025.904;000.010;
-000.007;024.256;025.904;000.010;
-000.007;024.254;025.906;000.010;
-000.006;024.254;025.906;000.010;
-000.005;024.252;025.908;000.010;
-000.005;024.250;025.910;000.010;
-000.004;024.250;025.910;000.010;
-000.004;024.248;025.912;000.010;
-000.003;024.248;025.912;000.010;
-000.002;024.246;025.914;000.010;
-000.002;024.244;025.916;000.010;
-000.001;024.244;025.916;000.010;
-000.001;024.242;025.918;000.010;
-000.000;024.242;025.918;000.010;
-000.000;024.240;025.920;000.010;
-000.000;024.240;025.920;000.010;
-000.000;024.240;025.920;000.010;
-000.000;024.240;025.920;000.010;
-000.000;024.240;025.920;000.010;
000.000;024.240;025.920;000.010;
000.000;024.240;025.920;000.010;
000.000;024.240;025.920;000.010;
000.000;024.240;025.920;000.010;
000.000;024.240;025.920;000.010;
000.000;024.240;025.920;000.010;
000.000;024.240;025.920;000.010;
000.000;024.240;025.920;000.010;
000.000;024.240;025.920;000.010;
000.000;024.240;025.920;000.010;
000.000;024.240;025.920;000.010;
000.000;024.240;025.920;000.010;
000.000;024.240;025.920;000.010;
-000.000;024.240;025.920;000.010;
-000.000;024.240;025.920;000.010;
-000.000;024.240;025.920;000.010;
-000.000;024.240;025.920;000.010;
-000.000;024.240;025.920;000.010;
-000.001;024.240;025.920;000.010;
-000.001;024.242;025.918;000.010;
-000.001;024.242;025.918;000.010;
-000.002;024.242;025.918;000.010;
-000.003;024.244;025.916;000.010;
-000.004;024.246;025.914;000.010;
-000.004;024.248;025.912;000.010;
-000.005;024.248;025.912;000.010;
-000.005;024.250;025.910;000.010;
-000.006;024.250;025.910;000.010;
-000.007;024.252;025.908;000.010;
-000.009;024.254;025.906;000.010;
-000.010;024.258;025.902;000.010;
-000.011;024.260;025.900;000.010;
-000.011;024.262;025.898;000.010;
-000.012;024.262;025.898;000.010;
-000.013;024.264;025.896;000.010;
-000.013;024.266;025.894;000.010;
-000.015;024.266;025.894;000.010;
-000.016;024.270;025.890;000.010;
-000.018;024.272;025.888;000.010;
-000.019;024.276;025.884;000.010;
-000.020;024.278;025.882;000.010;
-000.021;024.280;025.880;000.010;
-000.022;024.282;025.878;000.010;
-000.023;024.284;025.876;000.010;
-000.024;024.286;025.874;000.010;
-000.026;024.288;025.872;000.010;
-000.028;024.292;025.868;000.010;
-000.029;024.296;025.864;000.010;
-000.030;024.298;025.862;000.010;
-000.030;024.300;025.860;000.010;
-000.031;024.300;025.860;000.010;
-000.031;024.302;025.858;000.010;
-000.032;024.302;025.858;000.010;
-000.033;024.304;025.856;000.010;
-000.034;024.306;025.854;000.010;
-000.034;024.308;025.852;000.010;
-000.034;024.308;025.852;000.010;
-000.034;024.308;025.852;000.010;
-000.034;024.308;025.852;000.010;
-000.034;024.308;025.852;000.010;
-000.034;024.308;025.852;000.010;
-000.034;024.308;025.852;000.010;
-000.035;024.308;025.852;000.010;
-000.035;024.310;025.850;000.010;
-000.035;024.310;025.850;000.010;
-000.035;024.310;025.850;000.010;
-000.035;024.310;025.850;000.010;
-000.035;024.310;025.850;000.010;
-000.035;024.310;025.850;000.010;
-000.034;024.310;025.850;000.010;
-000.035;024.308;025.852;000.010;
-000.035;024.310;025.850;000.010;
-000.036;024.310;025.850;000.010;
-000.036;024.312;025.848;000.010;
-000.037;024.312;025.848;000.010;
-000.037;024.314;025.846;000.010;
-000.037;024.314;025.846;000.010;
-000.038;024.314;025.846;000.010;
-000.039;024.316;025.844;000.010;
-000.039;024.318;025.842;000.010;
-000.040;024.318;025.842;000.010;
-000.041;024.320;025.840;000.010;
-000.042;024.322;025.838;000.010;
-000.043;024.324;025.836;000.010;
-000.043;024.326;025.834;000.010;
-000.044;024.326;025.834;000.010;
-000.044;024.328;025.832;000.010;
-000.044;024.328;025.832;000.010;
-000.045;024.328;025.832;000.010;
-000.045;024.330;025.830;000.010;
-000.046;024.330;025.830;000.010;
-000.046;024.332;025.828;000.010;
-000.047;024.332;025.828;000.010;
-000.046;024.334;025.826;000.010;
-000.046;024.332;025.828;000.010;
-000.045;024.332;025.828;000.010;
-000.045;024.330;025.830;000.010;
-000.045;024.330;025.830;000.010;
-000.045;024.330;025.830;000.010;
