-000.017;
-000.017;020.800;022.560;
-000.017;020.842;022.518;
-000.016;020.860;022.500;
-000.016;020.876;022.484;
-000.016;020.892;022.468;
-000.016;020.910;022.450;
-000.016;020.926;022.434;
-000.016;020.942;022.418;
-000.015;020.958;022.402;
-000.015;020.972;022.388;
-000.015;020.988;022.372;
-000.015;021.004;022.356;
-000.015;021.020;022.340;
-000.015;021.036;022.324;
-000.015;021.052;022.308;
-000.015;021.066;022.294;
-000.015;021.082;022.278;
-000.014;021.096;022.264;
-000.014;021.110;022.250;
-000.014;021.124;022.236;
-000.014;021.140;022.220;
-000.013;021.152;022.208;
-000.013;021.166;022.194;
-000.013;021.180;022.180;
-000.012;021.192;022.168;
-000.012;021.204;022.156;
-000.011;021.216;022.144;
-000.011;021.228;022.132;
-000.011;021.238;022.122;
-000.010;021.248;022.112;
-000.010;021.258;022.102;
-000.009;021.268;022.092;
-000.008;021.274;022.086;
-000.007;021.282;022.078;
-000.007;021.290;022.070;
-000.006;021.296;022.064;
-000.005;021.300;022.060;
-000.004;021.304;022.056;
-000.003;021.306;022.054;
-000.002;021.308;022.052;
-000.001;021.310;022.050;
000.000;021.308;022.052;
000.001;021.306;022.054;
000.002;021.302;022.058;
000.004;021.298;022.062;
000.006;021.292;022.068;
000.007;021.282;022.078;
000.008;021.272;022.088;
000.009;021.262;022.098;
000.009;021.252;022.108;
000.009;021.242;022.118;
000.009;021.232;022.128;
000.009;021.222;022.138;
000.009;021.212;022.148;
000.009;021.204;022.156;
000.009;021.194;022.166;
000.009;021.184;022.176;
000.009;021.174;022.186;
000.009;021.166;022.194;
000.009;021.156;022.204;
000.009;021.146;022.214;
000.008;021.138;022.222;
000.008;021.130;022.230;
000.008;021.120;022.240;
000.008;021.112;022.248;
000.008;021.104;022.256;
000.008;021.096;022.264;
000.008;021.086;022.274;
000.009;021.078;022.282;
000.009;021.068;022.292;
000.009;021.058;022.302;
000.009;021.050;022.310;
000.009;021.040;022.320;
000.009;021.030;022.330;
000.009;021.020;022.340;
000.009;021.012;022.348;
000.009;021.002;022.358;
000.009;020.992;022.368;
000.008;020.984;022.376;
000.009;020.974;022.386;
000.008;020.966;022.394;
000.008;020.958;022.402;
000.008;020.950;022.410;
000.008;020.940;022.420;
000.008;020.932;022.428;
000.008;020.924;022.436;
000.007;020.916;022.444;
000.007;020.910;022.450;
000.007;020.902;022.458;
000.007;020.894;022.466;
000.007;020.886;022.474;
000.008;020.878;022.482;
000.008;020.870;022.490;
000.008;020.862;022.498;
000.008;020.852;022.508;
000.008;020.844;022.516;
000.009;020.834;022.526;
000.009;020.824;022.536;
000.010;020.814;022.546;
000.010;020.804;022.556;
000.010;020.794;022.566;
000.011;020.784;022.576;
000.011;020.772;022.588;
000.011;020.760;022.600;
000.011;020.748;022.612;
000.011;020.736;022.624;
000.011;020.724;022.636;
000.011;020.714;022.646;
000.011;020.702;022.658;
000.011;020.690;022.670;
000.011;020.680;022.680;
000.010;020.668;022.692;
000.010;020.658;022.702;
000.009;020.648;022.712;
000.009;020.640;022.720;
000.008;020.632;022.728;
000.008;020.624;022.736;
000.007;020.616;022.744;
000.007;020.610;022.750;
000.006;020.602;022.758;
000.005;020.598;022.762;
000.005;020.592;022.768;
000.004;020.588;022.772;
000.004;020.584;022.776;
000.003;020.580;022.780;
000.003;020.578;022.782;
000.003;020.574;022.786;
000.002;020.572;022.788;
000.002;020.570;022.790;
000.001;020.568;022.792;
000.001;020.566;022.794;
000.000;020.566;022.794;
-000.000;020.566;022.794;
-000.000;020.568;022.792;
-000.001;020.570;022.790;
-000.002;020.572;022.788;
-000.003;020.576;022.784;
-000.004;020.580;022.780;
-000.005;020.586;022.774;
-000.006;020.594;022.766;
-000.007;020.602;022.758;
-000.008;020.612;022.748;
-000.010;020.622;022.738;
-000.011;020.634;022.726;
-000.012;020.648;022.712;
-000.014;020.662;022.698;
-000.015;020.678;022.682;
-000.016;020.696;022.664;
-000.018;020.714;022.646;
-000.019;020.734;022.626;
-000.020;020.756;022.604;
-000.022;020.780;022.580;
-000.022;020.802;022.558;
-000.023;020.826;022.534;
-000.024;020.850;022.510;
-000.024;020.876;022.484;
-000.024;020.900;022.460;
-000.024;020.924;022.436;
-000.024;020.950;022.410;
-000.025;020.974;022.386;
-000.024;021.000;022.360;
-000.024;021.024;022.336;
-000.024;021.048;022.312;
-000.024;021.074;022.286;
-000.023;021.098;022.262;
-000.023;021.120;022.240;
-000.022;021.142;022.218;
-000.022;021.164;022.196;
-000.022;021.186;022.174;
-000.021;021.208;022.152;
-000.021;021.228;022.132;
-000.021;021.250;022.110;
-000.020;021.270;022.090;
-000.020;021.290;022.070;
-000.020;021.310;022.050;
-000.020;021.332;022.028;
-000.019;021.350;022.010;
-000.019;021.370;021.990;
-000.018;021.388;021.972;
-000.017;021.406;021.954;
-000.016;021.422;021.938;
-000.015;021.436;021.924;
-000.014;021.452;021.908;
-000.012;021.464;021.896;
-000.011;021.474;021.886;
-000.009;021.484;021.876;
-000.007;021.490;021.870;
-000.005;021.494;021.866;
-000.003;021.496;021.864;
-000.001;021.496;021.864;
000.001;021.494;021.866;
000.004;021.488;021.872;
000.006;021.480;021.880;
000.009;021.470;021.890;
000.011;021.456;021.904;
000.011;021.442;021.918;
000.011;021.430;021.930;
000.011;021.418;021.942;
000.011;021.406;021.954;
000.011;021.394;021.966;
000.011;021.384;021.976;
000.011;021.372;021.988;
000.010;021.362;021.998;
000.010;021.352;022.008;
000.010;021.340;022.020;
000.011;021.330;022.030;
000.010;021.318;022.042;
000.010;021.308;022.052;
000.009;021.298;022.062;
000.009;021.290;022.070;
000.009;021.280;022.080;
000.009;021.272;022.088;
000.009;021.262;022.098;
000.009;021.254;022.106;
000.009;021.244;022.116;
000.010;021.234;022.126;
000.010;021.222;022.138;
000.010;021.212;022.148;
000.010;021.202;022.158;
000.010;021.192;022.168;
000.009;021.182;022.178;
000.009;021.172;022.188;
000.009;021.164;022.196;
000.008;021.156;022.204;
000.008;021.146;022.214;
000.008;021.138;022.222;
000.007;021.130;022.230;
000.007;021.124;022.236;
000.007;021.116;022.244;
000.006;021.110;022.250;
000.006;021.104;022.256;
000.006;021.098;022.262;
000.005;021.092;022.268;
000.005;021.086;022.274;
000.005;021.082;022.278;
000.005;021.076;022.284;
000.004;021.072;022.288;
000.004;021.068;022.292;
000.004;021.062;022.298;
000.004;021.058;022.302;
000.005;021.052;022.308;
000.005;021.048;022.312;
000.006;021.040;022.320;
000.006;021.034;022.326;
000.007;021.026;022.334;
000.008;021.018;022.342;
000.008;021.008;022.352;
000.009;020.998;022.362;
000.010;020.988;022.372;
000.011;020.974;022.386;
000.012;020.962;022.398;
000.013;020.948;022.412;
000.013;020.934;022.426;
000.013;020.920;022.440;
000.013;020.908;022.452;
000.012;020.894;022.466;
000.012;020.882;022.478;
000.012;020.870;022.490;
000.011;020.858;022.502;
000.011;020.848;022.512;
000.010;020.836;022.524;
000.010;020.826;022.534;
000.010;020.816;022.544;
000.009;020.808;022.552;
000.009;020.800;022.560;
000.009;020.792;022.568;
000.008;020.782;022.578;
000.008;020.774;022.586;
000.008;020.766;022.594;
000.008;020.758;022.602;
000.008;020.750;022.610;
000.008;020.742;022.618;
000.008;020.734;022.626;
000.008;020.726;022.634;
000.008;020.718;022.642;
000.008;020.710;022.650;
000.008;020.702;022.658;
000.008;020.694;022.666;
000.008;020.686;022.674;
000.008;020.676;022.684;
000.008;020.668;022.692;
000.008;020.660;022.700;
000.008;020.650;022.710;
000.008;020.642;022.718;
000.008;020.634;022.726;
000.007;020.626;022.734;
000.007;020.620;022.740;
000.007;020.612;022.748;
000.006;020.606;022.754;
000.005;020.600;022.760;
000.005;020.596;022.764;
000.004;020.592;022.768;
000.002;020.588;022.772;
000.001;020.588;022.772;
000.000;020.588;022.772;
-000.000;020.588;022.772;
-000.000;020.590;022.770;
-000.001;020.592;022.768;
-000.002;020.596;022.764;
-000.003;020.600;022.760;
-000.004;020.604;022.756;
-000.005;020.610;022.750;
-000.006;020.616;022.744;
-000.006;020.624;022.736;
-000.007;020.632;022.728;
-000.007;020.640;022.720;
-000.008;020.650;022.710;
-000.009;020.658;022.702;
-000.010;020.670;022.690;
-000.010;020.680;022.680;
-000.011;020.692;022.668;
-000.011;020.704;022.656;
-000.012;020.716;022.644;
-000.013;020.730;022.630;
-000.014;020.744;022.616;
-000.015;020.760;022.600;
-000.016;020.778;022.582;
-000.017;020.794;022.566;
-000.018;020.812;022.548;
-000.019;020.832;022.528;
-000.020;020.854;022.506;
-000.021;020.876;022.484;
-000.022;020.898;022.462;
-000.022;020.922;022.438;
-000.022;020.944;022.416;
-000.022;020.968;022.392;
-000.021;020.988;022.372;
-000.020;021.010;022.350;
-000.019;021.030;022.330;
-000.019;021.048;022.312;
-000.018;021.066;022.294;
-000.018;021.084;022.276;
-000.018;021.102;022.258;
-000.017;021.120;022.240;
-000.016;021.138;022.222;
-000.015;021.152;022.208;
-000.014;021.166;022.194;
-000.013;021.178;022.182;
-000.013;021.190;022.170;
-000.012;021.202;022.158;
-000.010;021.214;022.146;
-000.010;021.222;022.138;
-000.009;021.232;022.128;
-000.009;021.240;022.120;
-000.008;021.250;022.110;
-000.007;021.256;022.104;
-000.006;021.260;022.100;
-000.005;021.266;022.094;
