000.019;
000.020;011.280;012.160;000.020;
000.021;011.198;012.242;000.020;
000.023;011.194;012.246;000.020;
000.023;011.188;012.252;000.020;
000.024;011.186;012.254;000.020;
000.025;011.184;012.256;000.020;
000.026;011.180;012.260;000.020;
000.027;011.176;012.264;000.020;
000.028;011.172;012.268;000.020;
000.028;011.168;012.272;000.020;
000.029;011.166;012.274;000.020;
000.029;011.164;012.276;000.020;
000.030;011.162;012.278;000.020;
000.031;011.160;012.280;000.020;
000.031;011.156;012.284;000.020;
000.032;011.154;012.286;000.020;
000.033;011.150;012.290;000.020;
000.033;011.148;012.292;000.020;
000.033;011.148;012.292;000.020;
000.034;011.146;012.294;000.020;
000.034;011.144;012.296;000.020;
000.034;011.144;012.296;000.020;
000.035;011.142;012.298;000.020;
000.035;011.140;012.300;000.020;
000.035;011.138;012.302;000.020;
000.035;011.138;012.302;000.020;
000.035;011.138;012.302;000.020;
000.035;011.138;012.302;000.020;
000.035;011.138;012.302;000.020;
000.035;011.138;012.302;000.020;
000.035;011.138;012.302;000.020;
000.035;011.138;012.302;000.020;
000.035;011.138;012.302;000.020;
000.035;011.138;012.302;000.020;
000.035;011.140;012.300;000.020;
000.034;011.140;012.300;000.020;
000.034;011.142;012.298;000.020;
000.034;011.142;012.298;000.020;
000.034;011.142;012.298;000.020;
000.033;011.144;012.296;000.020;
000.033;011.146;012.294;000.020;
000.032;011.146;012.294;000.020;
000.032;011.150;012.290;000.020;
000.031;011.152;012.288;000.020;
000.031;011.154;012.286;000.020;
000.030;011.156;012.284;000.020;
000.030;011.158;012.282;000.020;
000.029;011.160;012.280;000.020;
000.028;011.162;012.278;000.020;
000.028;011.166;012.274;000.020;
000.027;011.168;012.272;000.020;
000.026;011.170;012.270;000.020;
000.025;011.174;012.266;000.020;
000.024;011.178;012.262;000.020;
000.023;011.182;012.258;000.020;
000.023;011.186;012.254;000.020;
000.023;011.186;012.254;000.020;
000.022;011.188;012.252;000.020;
000.021;011.192;012.248;000.020;
000.019;011.196;012.244;000.020;
000.018;011.202;012.238;000.020;
000.018;011.206;012.234;000.020;
000.017;011.208;012.232;000.020;
000.016;011.212;012.228;000.020;
000.015;011.216;012.224;000.020;
000.014;011.218;012.222;000.020;
000.013;011.222;012.218;000.020;
000.011;011.228;012.212;000.020;
000.010;011.234;012.206;000.020;
000.009;011.238;012.202;000.020;
000.007;011.244;012.196;000.020;
000.007;011.250;012.190;000.020;
000.006;011.252;012.188;000.020;
000.004;011.256;012.184;000.020;
000.003;011.262;012.178;000.020;
000.002;011.268;012.172;000.020;
000.000;011.272;012.168;000.020;
-000.000;011.278;012.162;000.020;
-000.001;011.282;012.158;000.020;
-000.002;011.284;012.156;000.020;
-000.004;011.290;012.150;000.020;
-000.005;011.296;012.144;000.020;
-000.006;011.300;012.140;000.020;
-000.007;011.304;012.136;000.020;
-000.008;011.310;012.130;000.020;
-000.009;011.312;012.128;000.020;
-000.010;011.316;012.124;000.020;
-000.011;011.320;012.120;000.020;
-000.012;011.324;012.116;000.020;
-000.013;011.330;012.110;000.020;
-000.014;011.334;012.106;000.020;
-000.015;011.336;012.104;000.020;
-000.016;011.342;012.098;000.020;
-000.017;011.346;012.094;000.020;
-000.018;011.350;012.090;000.020;
-000.019;011.352;012.088;000.020;
-000.020;011.356;012.084;000.020;
-000.021;011.360;012.080;000.020;
-000.021;011.364;012.076;000.020;
-000.022;011.366;012.074;000.020;
-000.022;011.368;012.072;000.020;
-000.023;011.370;012.070;000.020;
-000.024;011.374;012.066;000.020;
-000.024;011.376;012.064;000.020;
-000.025;011.378;012.062;000.020;
-000.025;011.380;012.060;000.020;
-000.026;011.382;012.058;000.020;
-000.026;011.384;012.056;000.020;
-000.026;011.384;012.056;000.020;
-000.026;011.386;012.054;000.020;
-000.026;011.386;012.054;000.020;
-000.026;011.386;012.054;000.020;
-000.026;011.386;012.054;000.020;
-000.026;011.386;012.054;000.020;
-000.026;011.386;012.054;000.020;
-000.026;011.386;012.054;000.020;
-000.026;011.386;012.054;000.020;
-000.026;011.386;012.054;000.020;
-000.026;011.386;012.054;000.020;
-000.025;011.384;012.056;000.020;
-000.025;011.382;012.058;000.020;
-000.024;011.380;012.060;000.020;
-000.024;011.378;012.062;000.020;
-000.024;011.378;012.062;000.020;
-000.023;011.376;012.064;000.020;
-000.022;011.374;012.066;000.020;
-000.022;011.370;012.070;000.020;
-000.021;011.368;012.072;000.020;
-000.020;011.366;012.074;000.020;
-000.019;011.362;012.078;000.020;
