-000.197,000.012,-000.000	
-000.197,000.012,-000.000	
-000.197,000.012,-000.000	
-000.197,000.012,000.001	
-000.197,000.012,000.001	
-000.197,000.012,000.001	
-000.197,000.012,-000.045	
-000.197,000.012,-000.045	
-000.197,000.012,-000.045	
-000.197,000.012,-000.090	
-000.197,000.012,-000.090	
-000.197,000.012,-000.090	
-000.197,000.012,-000.133	
-000.197,000.012,-000.133	
-000.197,000.012,-000.133	
-000.197,000.012,-000.121	
-000.197,000.012,-000.121	
-000.197,000.012,-000.121	
-000.197,000.012,-000.107	
-000.197,000.012,-000.107	
-000.197,000.012,-000.107	
-000.197,000.012,-000.093	
-000.197,000.012,-000.093	
-000.197,000.012,-000.093	
-000.197,000.012,-000.073	
-000.197,000.012,-000.073	
-000.197,000.012,-000.073	
-000.197,000.012,-000.050	
-000.197,000.012,-000.050	
-000.197,000.012,-000.050	
-000.197,000.012,-000.027	
-000.197,000.012,-000.027	
-000.197,000.012,-000.027	
-000.197,000.012,-000.017	
-000.197,000.012,-000.017	
-000.197,000.012,-000.017	
-000.197,000.012,-000.011	
-000.197,000.012,-000.011	
-000.197,000.012,-000.011	
-000.197,000.012,000.003	
-000.197,000.012,000.003	
-000.197,000.012,000.003	
-000.197,000.012,000.019	
-000.197,000.012,000.019	
-000.197,000.012,000.019	
-000.197,000.012,000.039	
-000.197,000.012,000.039	
-000.197,000.012,000.039	
-000.197,000.012,000.058	
-000.197,000.012,000.058	
-000.197,000.012,000.058	
-000.197,000.012,000.070	
-000.197,000.012,000.070	
-000.197,000.012,000.070	
-000.197,000.012,000.086	
-000.197,000.012,000.086	
-000.197,000.012,000.086	
-000.197,000.012,000.097	
-000.197,000.012,000.097	
-000.197,000.012,000.097	
-000.197,000.012,000.114	
-000.197,000.012,000.114	
-000.197,000.012,000.114	
-000.197,000.012,000.131	
-000.197,000.012,000.131	
-000.197,000.012,000.131	
-000.197,000.012,000.149	
-000.197,000.012,000.149	
-000.197,000.012,000.149	
-000.197,000.012,000.152	
-000.197,000.012,000.152	
-000.197,000.012,000.152	
-000.197,000.012,000.163	
-000.197,000.012,000.163	
-000.197,000.012,000.163	
-000.197,000.012,000.166	
-000.197,000.012,000.166	
-000.197,000.012,000.166	
-000.197,000.012,000.184	
-000.197,000.012,000.184	
-000.197,000.012,000.184	
-000.197,000.012,000.209	
-000.197,000.012,000.209	
-000.197,000.012,000.209	
-000.197,000.012,000.233	
-000.197,000.012,000.233	
-000.197,000.012,000.233	
-000.197,000.012,000.247	
-000.197,000.012,000.247	
-000.197,000.012,000.247	
-000.197,000.012,000.258	
-000.197,000.012,000.258	
-000.197,000.012,000.258	
-000.197,000.012,000.278	
-000.197,000.012,000.278	
-000.197,000.012,000.278	
-000.197,000.012,000.303	
-000.197,000.012,000.303	
-000.197,000.012,000.303	
-000.197,000.012,000.322	
-000.197,000.012,000.322	
-000.197,000.012,000.322	
-000.197,000.012,000.340	
-000.197,000.012,000.340	
-000.197,000.012,000.340	
-000.197,000.012,000.342	
-000.197,000.012,000.342	
-000.197,000.012,000.342	
-000.197,000.012,000.355	
-000.197,000.012,000.355	
-000.197,000.012,000.355	
-000.197,000.012,000.360	
-000.197,000.012,000.360	
-000.197,000.012,000.360	
-000.197,000.012,000.369	
-000.197,000.012,000.369	
-000.197,000.012,000.369	
-000.197,000.012,000.382	
-000.197,000.012,000.382	
-000.197,000.012,000.382	
-000.197,000.012,000.394	
-000.197,000.012,000.394	
-000.197,000.012,000.394	
-000.197,000.012,000.401	
-000.197,000.012,000.401	
-000.197,000.012,000.401	
-000.197,000.012,000.413	
-000.197,000.012,000.413	
-000.197,000.012,000.413	
-000.197,000.012,000.421	
-000.197,000.012,000.421	
-000.197,000.012,000.421	
-000.197,000.012,000.428	
-000.197,000.012,000.428	
-000.197,000.012,000.428	
-000.197,000.012,000.434	
-000.197,000.012,000.434	
-000.197,000.012,000.434	
-000.197,000.012,000.441	
-000.197,000.012,000.441	
-000.197,000.012,000.441	
-000.197,000.012,000.430	
-000.197,000.012,000.430	
-000.197,000.012,000.430	
-000.197,000.012,000.429	
-000.197,000.012,000.429	
-000.197,000.012,000.429	
-000.197,000.012,000.431	
-000.197,000.012,000.431	
-000.197,000.012,000.431	
-000.197,000.012,000.424	
-000.197,000.012,000.424	
