1	2.117	8.380
2	1.137	8.130
3	-1.058	8.166
4	-2.791	7.475
5	-3.211	7.943
6	000.271	8.465
7	1.662	9.843
8	1.592	8.668
9	-000.752	7.561
10	-4.637	6.934
11	-8.583	6.934
12	-9.738	5.194
13	-8.671	5.502
14	-5.582	6.663
15	-1.837	5.762
16	000.866	6.225
17	1.251	7.156
18	-1.085	7.730
19	-4.200	7.188
20	-6.763	6.225
21	-9.301	5.452
22	-9.660	4.763
23	-9.248	6.894
24	-7.157	7.385
25	-4.777	7.124
26	-4.838	7.352
27	-5.652	8.056
28	-7.157	7.764
29	-8.671	6.770
30	-9.371	7.543
31	-10.368	7.627
32	-11.165	7.475
33	-12.731	6.396
34	-14.035	5.170
35	-13.693	4.980
36	-10.246	5.217
37	-7.866	4.438
38	-6.562	5.736
39	-5.932	5.527
40	-6.125	5.477
41	-6.895	5.995
42	-6.807	5.477
43	-7.778	5.914
44	-8.128	5.941
45	-8.846	5.427
46	-9.913	6.512
47	-10.255	5.968
48	-10.946	6.253
49	-11.348	6.312
50	-13.273	5.331
51	-17.447	4.067
52	-19.617	3.292
53	-19.626	3.039
54	-18.436	2.290
55	-15.531	1.520
56	-12.486	1.520
57	-9.651	1.500
58	-8.032	2.018
59	-4.427	2.332
60	-1.321	1.847
61	2.607	3.207
62	2.983	4.282
63	1.653	4.282
64	000.918	3.699
65	-000.770	3.249
66	-2.730	2.750
67	-000.463	3.321
68	000.700	4.014
69	1.137	4.339
70	1.198	4.245
71	000.148	3.797
72	000.105	4.067
73	000.026	4.085
74	1.662	4.067
75	1.750	4.848
76	1.601	4.848
77	1.085	4.805
78	-000.752	4.614
79	-4.033	3.848
80	-5.171	2.823
81	-5.101	3.080
82	-2.152	2.579
83	-000.245	3.592
84	1.093	4.378
85	000.857	4.635
86	000.113	4.958
87	-2.231	5.003
88	-3.062	5.218
89	-3.167	5.502
90	-2.178	5.364
91	-1.890	4.418
92	-2.450	4.178
93	-3.430	3.657
94	-4.471	3.412
95	-4.165	4.236
96	-3.167	4.981
97	-2.992	4.398
98	-5.118	3.674
99	-7.638	2.687
100	-7.848	2.687
101	-4.375	2.726
102	-000.376	2.700
103	2.537	3.255
104	4.165	3.460
105	4.418	4.584
106	4.628	5.073
107	1.470	5.657
108	-3.132	6.220
109	-7.271	6.279
110	-10.955	4.922
111	-13.352	3.850
112	-10.622	3.286
113	-5.433	2.984
114	-1.128	2.915
115	000.402	3.990
116	-000.131	4.958
117	-2.231	4.936
118	-5.985	5.241
119	-10.832	4.378
120	-13.632	3.412
121	-16.038	2.121
122	-14.638	2.130
123	-10.062	2.385
124	-6.125	2.397
125	-2.345	2.915
126	-1.566	2.942
127	-000.910	3.239
128	-000.848	3.990
129	-1.373	3.691
130	-2.397	3.742
131	-4.243	3.476
132	-4.943	3.165
133	-5.153	3.428
134	-5.967	2.915
135	-6.518	3.179
136	-6.230	3.165
137	-7.665	2.364
138	-6.422	1.332
139	-6.510	1.338
140	-5.407	1.830
141	-2.931	1.548
142	-1.688	2.556
143	-2.301	2.280
144	-3.570	2.836
145	-3.797	2.836
146	-2.712	3.397
147	-2.240	3.641
148	-1.601	3.624
149	-1.330	3.592
150	-2.222	3.624
151	-2.957	3.954
152	-2.826	3.381
153	-2.240	3.641
154	-2.353	3.108
155	-1.767	2.823
156	-2.038	2.590
157	-2.931	2.875
158	-3.123	2.614
159	-2.450	2.888
160	-1.382	3.150
161	-1.811	2.862
162	-1.898	3.150
163	-3.456	3.122
164	-4.077	2.590
165	-4.515	2.353
166	-4.620	2.364
167	-3.631	2.332
168	-1.986	2.590
169	-1.767	2.590
170	-1.811	2.836
171	-1.662	3.108
172	-2.231	2.614
173	-2.021	3.108
174	-1.820	3.381
175	-2.266	3.179
176	-1.802	3.428
177	-1.505	3.444
178	-000.455	2.901
179	1.155	3.397
180	1.137	2.888
181	000.358	2.862
182	-000.288	2.849
183	-000.350	3.108
184	-2.030	3.657
185	-2.782	3.641
186	-4.462	3.624
187	-4.821	2.614
188	-5.328	3.122
189	-4.917	3.381
190	-5.066	3.381
191	-5.145	2.862
192	-4.768	2.823
193	-4.943	2.332
194	-4.033	2.342
195	-2.826	2.342
196	-2.432	2.811
197	-2.126	3.122
198	-2.257	3.080
199	-3.377	2.836
200	-3.622	2.579
201	-3.937	2.332
202	-4.401	3.108
