000.000,000.000,-001.152,
000.000,000.000,-001.077,
000.000,000.000,-001.046,
000.000,000.000,-001.120,
000.000,000.000,-001.079,
000.000,000.000,-001.129,
000.000,000.000,-001.131,
000.000,000.000,-001.079,
000.000,000.000,-001.160,
000.000,000.000,-001.055,
000.000,000.000,-001.132,
000.000,000.000,-001.195,
000.000,000.000,-001.086,
000.000,000.000,-001.169,
000.000,000.000,-001.079,
000.000,000.000,-001.207,
000.000,000.000,-001.056,
000.000,000.000,-001.199,
000.000,000.000,-001.057,
000.000,000.000,-001.160,
000.000,000.000,-001.066,
000.000,000.000,-001.119,
000.000,000.000,-001.130,
000.000,000.000,-001.105,
000.000,000.000,-001.168,
000.000,000.000,-001.098,
000.000,000.000,-001.222,
000.000,000.000,-001.119,
000.000,000.000,-001.190,
000.000,000.000,-001.224,
000.000,000.000,-001.128,
000.000,000.000,-001.224,
000.000,000.000,-001.200,
000.000,000.000,-001.228,
000.000,000.000,-001.321,
000.000,000.000,-001.187,
000.000,000.000,-001.314,
000.000,000.000,-001.211,
000.000,000.000,-001.119,
000.000,000.000,-001.243,
000.000,000.000,-001.198,
000.000,000.000,-001.158,
000.000,000.000,-001.278,
000.000,000.000,-001.177,
000.000,000.000,-001.299,
000.000,000.000,-001.218,
000.000,000.000,-001.321,
000.000,000.000,-001.339,
000.000,000.000,-001.180,
000.000,000.000,-001.331,
000.000,000.000,-001.303,
000.000,000.000,-001.203,
000.000,000.000,-001.328,
000.000,000.000,-001.243,
000.000,000.000,-001.383,
000.000,000.000,-001.344,
000.000,000.000,-001.209,
000.000,000.000,-001.392,
000.000,000.000,-001.309,
000.000,000.000,-001.327,
000.000,000.000,-001.369,
000.000,000.000,-001.319,
000.000,000.000,-001.289,
000.000,000.000,-001.339,
000.000,000.000,-001.320,
000.000,000.000,-001.316,
000.000,000.000,-001.476,
000.000,000.000,-001.231,
000.000,000.000,-001.394,
000.000,000.000,-001.413,
000.000,000.000,-001.277,
000.000,000.000,-001.440,
000.000,000.000,-001.302,
000.000,000.000,-001.543,
000.000,000.000,-001.276,
000.000,000.000,-001.331,
000.000,000.000,-001.349,
000.000,000.000,-001.245,
000.000,000.000,-001.435,
000.000,000.000,-001.367,
000.000,000.000,-001.461,
000.000,000.000,-001.393,
000.000,000.000,-001.347,
000.000,000.000,-001.485,
000.000,000.000,-001.472,
000.000,000.000,-001.529,
000.000,000.000,-001.510,
000.000,000.000,-001.420,
000.000,000.000,-001.533,
000.000,000.000,-001.292,
000.000,000.000,-001.513,
000.000,000.000,-001.456,
000.000,000.000,-001.496,
000.000,000.000,-001.538,
000.000,000.000,-001.398,
000.000,000.000,-001.568,
000.000,000.000,-001.350,
000.000,000.000,-001.539,
000.000,000.000,-001.546,
000.000,000.000,-001.340,
000.000,000.000,-001.544,
000.000,000.000,-001.334,
000.000,000.000,-001.451,
000.000,000.000,-001.379,
000.000,000.000,-001.556,
000.000,000.000,-001.532,
000.000,000.000,-001.619,
000.000,000.000,-001.605,
000.000,000.000,-001.530,
000.000,000.000,-001.554,
000.000,000.000,-001.537,
000.000,000.000,-001.664,
000.000,000.000,-001.545,
000.000,000.000,-001.666,
000.000,000.000,-001.461,
000.000,000.000,-001.618,
000.000,000.000,-001.625,
000.000,000.000,-001.657,
000.000,000.000,-001.576,
000.000,000.000,-001.627,
000.000,000.000,-001.546,
000.000,000.000,-001.656,
000.000,000.000,-001.612,
000.000,000.000,-001.689,
000.000,000.000,-001.607,
000.000,000.000,-001.474,
000.000,000.000,-001.761,
000.000,000.000,-001.603,
000.000,000.000,-001.627,
000.000,000.000,-001.449,
000.000,000.000,-001.714,
000.000,000.000,-001.471,
000.000,000.000,-001.724,
000.000,000.000,-001.515,
000.000,000.000,-001.639,
000.000,000.000,-001.556,
000.000,000.000,-001.721,
000.000,000.000,-001.558,
000.000,000.000,-001.659,
000.000,000.000,-001.607,
000.000,000.000,-001.538,
000.000,000.000,-001.644,
000.000,000.000,-001.476,
000.000,000.000,-001.638,
000.000,000.000,-001.533,
000.000,000.000,-001.565,
000.000,000.000,-001.583,
000.000,000.000,-001.554,
000.000,000.000,-001.533,
000.000,000.000,-001.525,
000.000,000.000,-001.585,
000.000,000.000,-001.587,
000.000,000.000,-001.573,
000.000,000.000,-001.673,
000.000,000.000,-001.635,
000.000,000.000,-001.702,
000.000,000.000,-001.741,
000.000,000.000,-001.702,
000.000,000.000,001.766,
000.000,000.000,-001.705,
000.000,000.000,-001.742,
000.000,000.000,-001.684,
000.000,000.000,-001.739,
000.000,000.000,-001.615,
000.000,000.000,-001.717,
000.000,000.000,-001.578,
000.000,000.000,001.723,
000.000,000.000,-001.600,
000.000,000.000,001.790,
000.000,000.000,-001.666,
000.000,000.000,001.743,
000.000,000.000,-001.730,
000.000,000.000,001.754,
000.000,000.000,-001.731,
000.000,000.000,001.762,
000.000,000.000,001.759,
000.000,000.000,001.733,
000.000,000.000,001.732,
000.000,000.000,001.683,
000.000,000.000,001.790,
000.000,000.000,001.789,
000.000,000.000,001.780,
000.000,000.000,001.764,
000.000,000.000,001.696,
000.000,000.000,-001.686,
000.000,000.000,001.701,
000.000,000.000,001.760,
000.000,000.000,001.724,
000.000,000.000,001.669,
000.000,000.000,001.681,
000.000,000.000,001.603,
000.000,000.000,001.713,
000.000,000.000,001.616,
000.000,000.000,001.733,
000.000,000.000,001.672,
000.000,000.000,-001.738,
000.000,000.000,001.619,
000.000,000.000,-001.721,
000.000,000.000,001.694,
000.000,000.000,001.755,
000.000,000.000,001.645,
000.000,000.000,001.602,
000.000,000.000,001.599,
000.000,000.000,001.576,
000.000,000.000,001.661,
000.000,000.000,001.557,
000.000,000.000,001.754,
000.000,000.000,001.611,
000.000,000.000,001.682,
000.000,000.000,001.516,
000.000,000.000,001.579,
000.000,000.000,001.547,
000.000,000.000,001.573,
000.000,000.000,001.738,
000.000,000.000,001.569,
000.000,000.000,001.521,
000.000,000.000,001.707,
000.000,000.000,001.512,
000.000,000.000,001.563,
000.000,000.000,001.566,
000.000,000.000,001.482,
000.000,000.000,001.559,
000.000,000.000,001.451,
000.000,000.000,001.430,
000.000,000.000,001.468,
000.000,000.000,001.451,
000.000,000.000,001.592,
000.000,000.000,001.440,
000.000,000.000,001.445,
000.000,000.000,001.528,
000.000,000.000,001.436,
000.000,000.000,001.462,
000.000,000.000,001.405,
000.000,000.000,001.440,
000.000,000.000,001.473,
000.000,000.000,001.356,
000.000,000.000,001.423,
000.000,000.000,001.421,
000.000,000.000,001.316,
000.000,000.000,001.336,
000.000,000.000,001.298,
000.000,000.000,001.326,
000.000,000.000,001.249,
000.000,000.000,001.182,
000.000,000.000,001.261,
000.000,000.000,001.287,
000.000,000.000,001.260,
000.000,000.000,001.302,
000.000,000.000,001.162,
000.000,000.000,001.207,
000.000,000.000,001.300,
000.000,000.000,001.268,
000.000,000.000,001.313,
000.000,000.000,001.524,
000.000,000.000,001.759,
000.000,000.000,-001.110,
000.000,000.000,-001.244,
000.000,000.000,-001.078,
000.000,000.000,-000.936,
000.000,000.000,-000.895,
000.000,000.000,-000.886,
