000.006	000.000	000.300	
000.006	000.000	000.300	
000.005	000.000	000.300	
000.005	000.000	000.300	
000.005	000.000	000.300	
000.004	000.000	000.300	
000.004	000.000	000.300	
000.003	000.000	000.300	
000.003	000.000	000.300	
000.003	000.000	000.300	
000.002	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.001	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.003	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.003	000.000	000.300	
-000.003	000.000	000.300	
-000.003	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.003	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.002	000.000	000.300	
-000.001	000.000	000.300	
-000.002	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.000	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.001	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
-000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
-000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
-000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
-000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.001	000.000	000.300	
000.000	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.002	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.001	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.000	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.001	000.000	000.300	
000.000	000.000	000.300	
000.001	000.000	000.300	
