000.001	-000.003	000.018	-000.001	000.001	010.720	011.600	-000.001	
000.023	-000.001	000.001	010.720	011.600	-000.003	
000.023	-000.001	000.002	010.718	011.602	-000.005	
000.024	-000.000	000.002	010.718	011.602	-000.007	
000.019	-000.001	000.002	010.718	011.602	-000.010	
000.028	-000.001	000.003	010.716	011.604	-000.014	
000.023	-000.000	000.003	010.716	011.604	-000.018	
000.019	-000.001	000.004	010.716	011.604	-000.022	
000.030	-000.000	000.004	010.716	011.604	-000.026	
000.020	-000.000	000.004	010.714	011.606	-000.031	
000.018	-000.000	000.005	010.714	011.606	-000.036	
000.029	-000.000	000.005	010.714	011.606	-000.042	
000.019	-000.001	000.005	010.712	011.608	-000.048	
000.022	-000.001	000.006	010.712	011.608	-000.054	
000.027	-000.001	000.006	010.712	011.608	-000.061	
000.018	-000.001	000.006	010.712	011.608	-000.068	
000.022	-000.001	000.007	010.710	011.610	-000.075	
000.025	-000.002	000.007	010.710	011.610	-000.083	
000.016	-000.002	000.007	010.710	011.610	-000.090	
000.025	-000.002	000.008	010.710	011.610	-000.099	
000.023	-000.003	000.008	010.708	011.612	-000.107	
000.022	-000.002	000.008	010.708	011.612	-000.115	
000.028	-000.002	000.008	010.708	011.612	-000.124	
000.022	-000.003	000.009	010.708	011.612	-000.134	
000.022	-000.003	000.009	010.706	011.614	-000.143	
000.023	-000.004	000.009	010.706	011.614	-000.153	
000.018	-000.004	000.009	010.706	011.614	-000.163	
000.027	-000.004	000.010	010.706	011.614	-000.173	
000.023	-000.004	000.010	010.704	011.616	-000.183	
000.018	-000.004	000.010	010.704	011.616	-000.193	
000.023	-000.005	000.010	010.704	011.616	-000.204	
000.019	-000.005	000.010	010.704	011.616	-000.215	
000.022	-000.005	000.010	010.704	011.616	-000.226	
000.024	-000.005	000.011	010.702	011.618	-000.237	
000.019	-000.004	000.011	010.702	011.618	-000.248	
000.027	-000.005	000.011	010.702	011.618	-000.260	
000.019	-000.005	000.011	010.702	011.618	-000.272	
000.020	-000.005	000.011	010.702	011.618	-000.283	
000.028	-000.006	000.012	010.700	011.620	-000.295	
000.017	-000.005	000.012	010.700	011.620	-000.308	
000.019	-000.005	000.012	010.700	011.620	-000.320	
000.028	-000.004	000.012	010.700	011.620	-000.332	
000.016	-000.004	000.012	010.700	011.620	-000.345	
000.021	-000.005	000.012	010.700	011.620	-000.358	
000.028	-000.004	000.012	010.698	011.622	-000.371	
000.017	-000.005	000.012	010.698	011.622	-000.384	
000.026	-000.004	000.013	010.698	011.622	-000.397	
000.025	-000.004	000.013	010.698	011.622	-000.410	
000.014	-000.004	000.013	010.696	011.624	-000.424	
000.028	-000.004	000.013	010.696	011.624	-000.437	
000.020	-000.005	000.013	010.696	011.624	-000.451	
000.016	-000.004	000.013	010.696	011.624	-000.465	
000.016	-000.004	000.013	010.696	011.624	-000.478	
000.028	-000.004	000.013	010.696	011.624	-000.492	
000.018	-000.003	000.014	010.694	011.626	-000.506	
000.019	-000.004	000.014	010.694	011.626	-000.521	
000.027	-000.004	000.014	010.694	011.626	-000.535	
000.016	-000.004	000.014	010.694	011.626	-000.549	
000.023	-000.004	000.014	010.694	011.626	-000.564	
000.029	-000.004	000.014	010.694	011.626	-000.578	
000.017	-000.004	000.014	010.692	011.628	-000.593	
000.022	-000.004	000.014	010.692	011.628	-000.608	
000.025	-000.005	000.015	010.692	011.628	-000.623	
000.018	-000.005	000.015	010.692	011.628	-000.638	
000.022	-000.004	000.015	010.692	011.628	-000.653	
000.024	-000.004	000.015	010.692	011.628	-000.669	
000.020	-000.004	000.015	010.690	011.630	-000.684	
000.025	-000.004	000.015	010.690	011.630	-000.699	
000.021	-000.004	000.015	010.690	011.630	-000.715	
000.020	-000.005	000.015	010.690	011.630	-000.731	
000.026	-000.005	000.015	010.690	011.630	-000.746	
000.018	-000.005	000.015	010.688	011.632	-000.762	
000.019	-000.005	000.015	010.688	011.632	-000.778	
000.028	-000.005	000.016	010.688	011.632	-000.794	
000.019	-000.005	000.016	010.688	011.632	-000.810	
000.021	-000.005	000.016	010.688	011.632	-000.826	
000.026	-000.006	000.016	010.688	011.632	-000.842	
000.017	-000.007	000.016	010.686	011.634	-000.858	
000.024	-000.007	000.016	010.686	011.634	-000.875	
000.025	-000.006	000.016	010.686	011.634	-000.891	
000.012	-000.007	000.016	010.686	011.634	-000.907	
000.024	-000.007	000.016	010.686	011.634	-000.924	
000.028	-000.008	000.016	010.686	011.634	-000.940	
000.010	-000.008	000.016	010.686	011.634	-000.956	
000.023	-000.008	000.016	010.686	011.634	-000.973	
000.031	-000.008	000.016	010.684	011.636	-000.989	
000.010	-000.008	000.016	010.684	011.636	-001.006	
000.020	-000.009	000.016	010.684	011.636	-001.022	
000.029	-000.009	000.016	010.684	011.636	-001.039	
000.010	-000.009	000.016	010.684	011.636	-001.055	
000.023	-000.010	000.016	010.684	011.636	-001.071	
000.028	-000.010	000.016	010.684	011.636	-001.01.632	-001.956	
000.002	-000.016	000.003	010.688	011.632	-001.959	
000.002	-000.016	000.003	010.688	011.632	-001.962	
000.004	-000.015	000.003	010.688	011.632	-001.965	
000.000	-000.014	000.002	010.688	011.632	-001.968	
000.003	-000.013	000.002	010.688	011.632	-001.971	
000.002	-000.013	000.002	010.688	011.632	-001.974	
000.001	-000.012	000.002	010.688	011.632	-001.976	
-000.000	-000.012	000.002	010.690	011.630	-001.978	
000.001	-000.011	000.002	010.690	011.630	-001.981	
000.002	-000.011	000.002	010.690	011.630	-001.983	
000.000	-000.009	000.001	010.690	011.630	-001.985	
000.005	-000.008	000.001	010.690	011.630	-001.987	
000.002	-000.008	000.001	010.690	011.630	-001.989	
000.001	-000.007	000.001	010.690	011.630	-001.990	
000.003	-000.007	000.001	010.690	011.630	-001.992	
000.005	-000.006	000.001	010.690	011.630	-001.994	
-000.003	-000.004	000.001	010.690	011.630	-001.995	
000.002	-000.003	000.001	010.690	011.630	-001.997	
000.005	-000.004	000.001	010.690	011.630	-001.999	
-000.002	-000.003	000.001	010.690	011.630	-002.000	
000.001	-000.002	000.001	010.690	011.630	-002.002	
000.005	-000.002	000.001	010.690	011.630	-002.003	
-000.003	-000.000	000.001	010.690	011.630	-002.004	
000.004	-000.000	000.001	010.690	011.630	-002.006	
000.004	000.000	000.001	010.690	011.630	-002.007	
-000.004	000.000	000.001	010.690	011.630	-002.009	
000.004	000.003	000.001	010.690	011.630	-002.010	
000.008	000.002	000.001	010.690	011.630	-002.012	
-000.006	000.003	000.001	010.690	011.630	-002.014	
000.001	000.004	000.001	010.690	011.630	-002.015	
000.007	000.004	000.001	010.690	011.630	-002.017	
000.007	000.004	000.001	010.690	011.630	-002.019	
-000.005	000.005	000.001	010.690	011.630	-002.021	
000.000	000.005	000.001	010.690	011.630	-002.022	
000.010	000.006	000.002	010.690	011.630	-002.024	
-000.002	000.006	000.002	010.690	011.630	-002.026	
000.003	000.007	000.002	010.690	011.630	-002.029	
000.015	000.008	000.002	010.688	011.632	-002.031	
-000.001	000.008	000.002	010.688	011.632	-002.033	
000.002	000.008	000.002	010.688	011.632	-002.036	
000.015	000.008	000.002	010.688	011.632	-002.039	
-000.002	000.008	000.002	010.688	011.632	-002.042	
000.001	000.010	000.002	010.688	011.632	-002.045	
000.013	000.010	000.003	010.688	011.632	-002.048	
-000.001	000.010	000.003	010.688	011.632	-002.051	
000.002	000.009	000.003	010.688	011.632	-002.055	
000.011	000.011	000.003	010.686	011.634	-002.058	
-000.000	000.011	000.003	010.686	011.634	-002.062	
000.003	000.011	000.003	010.686	011.634	-002.066	
000.012	000.012	000.004	010.686	011.634	-002.070	
000.001	000.012	000.004	010.686	011.634	-002.074	
000.007	000.013	000.004	010.686	011.634	-002.078	
000.010	000.013	000.004	010.686	011.634	-002.083	
000.003	000.013	000.004	010.684	011.636	-002.087	
000.005	000.013	000.004	010.684	011.636	-002.092	
000.009	000.013	000.005	010.684	011.636	-002.097	
000.000	000.014	000.005	010.684	011.636	-002.102	
000.002	000.012	000.005	010.684	011.636	-002.108	
000.011	000.015	000.005	010.684	011.636	-002.113	
000.004	000.014	000.005	010.684	011.636	-002.119	
000.005	000.014	000.005	010.682	011.638	-002.125	
000.012	000.015	000.006	010.682	011.638	-002.131	
000.006	000.015	000.006	010.682	011.638	-002.137	
000.006	000.015	000.006	010.682	011.638	-002.143	
000.009	000.014	000.006	010.682	011.638	-002.150	
000.007	000.014	000.006	010.682	011.638	-002.156	
000.008	000.014	000.006	010.680	011.640	-002.163	
000.010	000.014	000.007	010.680	011.640	-002.170	
000.007	000.014	000.007	010.680	011.640	-002.178	
000.007	000.014	000.007	010.680	011.640	-002.185	
000.009	000.013	000.007	010.680	011.640	-002.193	
000.010	000.012	000.007	010.680	011.640	-002.201	
000.006	000.012	000.007	010.678	011.642	-002.208	
000.010	000.012	000.008	010.678	011.642	-002.216	
000.015	000.011	000.008	010.678	011.642	-002.225	
000.009	000.011	000.008	010.678	011.642	-002.233	
000.011	000.010	000.008	010.678	011.642	-002.242	
000.016	000.010	000.008	010.678	011.642	-002.251	
000.008	000.010	000.008	010.676	011.644	-002.260	
000.012	000.008	000.009	010.676	011.644	-002.269	
000.012	000.008	000.009	010.676	011.644	-002.278	
000.018	000.009	000.009	010.676	011.644	-002.287	
000.006	000.009	000.009	010.676	011.644	-002.297	
000.014	000.009	000.009	010.674	011.646	-002.307	
000.021	000.007	000.010	010.674	011.646	-002.317	
000.007	000.006	000.010	010.674	011.646	-002.327	
000.012	000.006	000.010	010.674	011.646	-002.337	
000.023	000.005	000.010	010.674	011.646	-002.348	
000.007	000.005	000.010	010.672	011.648	-002.358	
000.008	000.005	000.010	010.672	011.648	-002.369	
000.024	000.004	000.010	010.672	011.648	-002.380	
000.009	000.003	000.010	010.672	011.648	-002.390	
000.008	000.002	000.010	010.672	011.648	-002.401	
000.025	000.003	000.011	010.672	011.648	-002.412	
000.008	000.002	000.011	010.672	011.648	-002.424	
000.010	000.002	000.011	010.672	011.648	-002.435	
000.024	000.002	000.011	010.670	011.650	-002.446	
000.008	000.001	000.011	010.670	011.650	-002.458	
000.012	000.001	000.011	010.670	011.650	-002.469	
