000.000,-000.000,-000.000	
-000.556,-000.000,-000.039	
001.543,-000.003,000.069	
002.299,-000.006,000.222	
002.299,-000.010,000.364	
-000.221,-000.015,000.318	
000.367,-000.022,000.316	
000.283,-000.030,000.307	
000.449,-000.038,000.309	
000.367,-000.048,000.305	
000.367,-000.059,000.300	
-000.556,-000.072,000.230	
-000.305,-000.085,000.182	
-000.052,-000.099,000.153	
-000.305,-000.115,000.109	
-000.556,-000.131,000.049	
-000.556,-000.149,-000.006	
-000.726,-000.168,-000.071	
-000.221,-000.188,-000.097	
-000.390,-000.209,-000.134	
-000.052,-000.231,-000.145	
000.029,-000.254,-000.150	
000.029,-000.278,-000.155	
-000.475,-000.304,-000.197	
-000.390,-000.330,-000.229	
-000.556,-000.358,-000.272	
-000.136,-000.387,-000.283	
-000.556,-000.416,-000.324	
-000.556,-000.447,-000.362	
-000.475,-000.479,-000.392	
000.114,-000.512,-000.379	
000.029,-000.547,-000.374	
-000.052,-000.582,-000.375	
000.449,-000.618,-000.342	
000.449,-000.656,-000.312	
-000.641,-000.694,-000.360	
-000.556,-000.734,-000.400	
-000.810,-000.775,-000.455	
-000.641,-000.817,-000.495	
-000.136,-000.860,-000.498	
-000.136,-000.904,-000.500	
-000.556,-000.950,-000.533	
-000.641,-000.996,-000.569	
-000.556,-001.044,-000.597	
-000.726,-001.092,-000.636	
-000.475,-001.142,-000.655	
-000.475,-001.193,-000.673	
-000.726,-001.245,-000.707	
-000.136,-001.298,-000.699	
-000.136,-001.352,-000.691	
-000.052,-001.408,-000.678	
-000.475,-001.464,-000.697	
-000.475,-001.522,-000.714	
-000.475,-001.580,-000.730	
-000.556,-001.640,-000.752	
-000.136,-001.701,-000.742	
000.029,-001.763,-000.722	
000.029,-001.826,-000.704	
000.029,-001.890,-000.688	
000.114,-001.955,-000.667	
000.029,-002.022,-000.653	
-000.136,-002.089,-000.653	
000.114,-002.158,-000.635	
000.198,-002.228,-000.613	
000.198,-002.299,-000.593	
-000.136,-002.371,-000.598	
-000.556,-002.444,-000.633	
-000.305,-002.518,-000.647	
000.114,-002.593,-000.632	
000.198,-002.670,-000.611	
000.198,-002.747,-000.593	
-000.305,-002.826,-000.611	
-000.305,-002.906,-000.629	
-000.475,-002.987,-000.657	
-000.221,-003.068,-000.665	
-000.221,-003.151,-000.674	
-000.221,-003.236,-000.681	
-000.305,-003.321,-000.695	
000.114,-003.407,-000.678	
-000.221,-003.495,-000.687	
-000.052,-003.583,-000.683	
000.283,-003.673,-000.655	
000.283,-003.764,-000.631	
-000.390,-003.856,-000.655	
-000.136,-003.949,-000.660	
-000.136,-004.043,-000.665	
000.114,-004.138,-000.652	
-000.136,-004.234,-000.657	
-000.136,-004.332,-000.663	
-000.305,-004.430,-000.680	
-000.390,-004.530,-000.702	
000.029,-004.631,-000.693	
-000.052,-004.733,-000.691	
000.198,-004.836,-000.671	
000.198,-004.940,-000.653	
-000.390,-005.045,-000.678	
-000.390,-005.151,-000.701	
-000.305,-005.259,-000.717	
-000.475,-005.367,-000.743	
000.029,-005.477,-000.733	
000.029,-005.587,-000.723	
-000.556,-005.699,-000.755	
-000.810,-005.812,-000.803	
-000.305,-005.926,-000.812	
-000.305,-006.041,-000.821	
-000.390,-006.157,-000.835	
-000.390,-006.274,-000.848	
-000.641,-006.392,-000.878	
-000.556,-006.512,-000.900	
-000.136,-006.632,-000.891	
000.114,-006.753,-000.866	
-000.221,-006.876,-000.865	
-000.221,-007.000,-000.865	
-000.221,-007.125,-000.865	
-000.221,-007.251,-000.866	
-000.136,-007.378,-000.860	
000.367,-007.506,-000.819	
000.029,-007.635,-000.805	
000.029,-007.766,-000.793	
000.114,-007.897,-000.775	
-000.390,-008.030,-000.794	
-000.641,-008.164,-000.829	
-000.305,-008.298,-000.838	
-000.052,-008.434,-000.829	
-000.052,-008.571,-000.821	
-000.556,-008.709,-000.849	
-000.475,-008.849,-000.869	
-000.305,-008.989,-000.876	
-000.221,-009.130,-000.876	
-000.305,-009.273,-000.883	
-000.305,-009.416,-000.889	
-000.390,-009.561,-000.901	
-000.390,-009.707,-000.912	
-000.136,-009.854,-000.905	
-000.305,-010.002,-000.910	
-000.052,-010.151,-000.897	
-000.052,-010.301,-000.884	
-000.136,-010.453,-000.879	
-000.305,-010.605,-000.886	
-000.390,-010.759,-000.899	
-000.305,-010.914,-000.905	
-000.136,-011.070,-000.899	
-000.136,-011.227,-000.893	
-000.390,-011.385,-000.905	
-000.136,-011.545,-000.899	
-000.305,-011.705,-000.906	
000.114,-011.867,-000.882	
000.198,-012.029,-000.854	
000.198,-012.193,-000.828	
000.367,-012.358,-000.793	
-000.305,-012.524,-000.807	
-000.052,-012.691,-000.802	
-000.305,-012.859,-000.815	
000.114,-013.029,-000.799	
000.114,-013.199,-000.783	
-000.641,-013.371,-000.821	
-000.221,-013.544,-000.828	
-000.221,-013.717,-000.834	
-000.390,-013.892,-000.851	
-000.136,-014.068,-000.850	
-000.136,-014.245,-000.848	
-000.136,-014.423,-000.847	
000.114,-014.603,-000.828	
000.283,-014.783,-000.799	
000.029,-014.965,-000.790	
000.283,-015.147,-000.763	
000.283,-015.331,-000.739	
-000.052,-015.516,-000.739	
000.114,-015.702,-000.728	
000.198,-015.889,-000.712	
000.367,-016.077,-000.685	
000.114,-016.266,-000.678	
000.114,-016.456,-000.672	
000.114,-016.648,-000.666	
-000.052,-016.840,-000.672	
000.198,-017.034,-000.660	
000.198,-017.229,-000.648	
000.198,-017.425,-000.638	
000.198,-017.622,-000.629	
-000.136,-017.820,-000.643	
-000.305,-018.019,-000.669	
-000.221,-018.219,-000.687	
-000.136,-018.421,-000.697	
000.114,-018.623,-000.690	
000.114,-018.827,-000.683	
-000.390,-019.032,-000.712	
-000.390,-019.238,-000.739	
-000.305,-019.445,-000.758	
-000.221,-019.653,-000.769	
-000.305,-019.862,-000.786	
-000.305,-020.072,-000.802	
-000.052,-020.284,-000.799	
-000.726,-020.496,-000.843	
-000.475,-020.710,-000.867	
-000.556,-020.925,-000.895	
000.367,-021.140,-000.856	
000.367,-021.357,-000.819	
-000.390,-021.575,-000.839	
-000.641,-021.794,-000.874	
000.114,-022.014,-000.854	
-000.556,-022.235,-000.883	
000.029,-022.458,-000.868	
000.029,-022.681,-000.855	
-000.390,-022.905,-000.872	
-000.305,-023.131,-000.882	
-000.305,-023.358,-000.891	
-000.390,-023.586,-000.906	
-000.305,-023.815,-000.913	
-000.305,-024.045,-000.921	
-000.221,-024.276,-000.921	
-000.305,-024.509,-000.928	
000.114,-024.742,-000.905	
-000.052,-024.977,-000.895	
-000.305,-025.213,-000.903	
-000.305,-025.450,-000.911	
-000.475,-025.687,-000.930	
-000.390,-025.926,-000.942	
-000.641,-026.167,-000.971	
-000.221,-026.408,-000.969	
000.114,-026.650,-000.943	
000.114,-026.894,-000.919	
-000.305,-027.139,-000.926	
-000.556,-027.385,-000.950	
-000.556,-027.632,-000.972	
-000.475,-027.880,-000.988	
-000.390,-028.129,-000.996	
-000.390,-028.379,-001.003	
-000.556,-028.630,-001.022	
-000.475,-028.882,-001.033	
-000.556,-029.135,-001.050	
-000.475,-029.390,-001.059	
-000.810,-029.645,-001.092	
-000.810,-029.902,-001.122	
-000.052,-030.160,-001.097	
-000.052,-030.419,-001.074	
-000.052,-030.679,-001.052	
-000.052,-030.940,-001.032	
000.449,-031.202,-000.978	
000.449,-031.465,-000.928	
-000.136,-031.730,-000.923	
-000.390,-031.995,-000.935	
-000.136,-032.262,-000.929	
-000.052,-032.529,-000.918	
000.114,-032.798,-000.895	
000.114,-033.068,-000.875	
-000.556,-033.338,-000.902	
-000.221,-033.610,-000.904	
-000.136,-033.883,-000.900	
-000.221,-034.158,-000.903	
-000.390,-034.433,-000.917	
-000.390,-034.709,-000.930	
-000.390,-034.987,-000.942	
-000.556,-035.265,-000.965	
-000.305,-035.545,-000.968	
000.029,-035.825,-000.948	
000.367,-036.107,-000.906	
000.367,-036.390,-000.867	
-000.052,-036.674,-000.859	
000.283,-036.959,-000.829	
-000.221,-037.245,-000.836	
-000.052,-037.532,-000.831	
-000.475,-037.820,-000.856	
-000.475,-038.110,-000.879	
000.114,-038.400,-000.859	
000.114,-038.692,-000.841	
-000.305,-038.985,-000.853	
000.029,-039.278,-000.841	
000.283,-039.573,-000.813	
000.283,-039.869,-000.786	
-000.305,-040.167,-000.802	
-000.052,-040.465,-000.799	
000.283,-040.764,-000.773	
000.029,-041.064,-000.767	
-000.052,-041.366,-000.767	
-000.052,-041.669,-000.767	
-000.390,-041.972,-000.790	
-000.136,-042.277,-000.794	
-000.305,-042.583,-000.810	
000.114,-042.890,-000.795	
000.283,-043.198,-000.769	
000.283,-043.507,-000.746	
000.029,-043.817,-000.741	
000.198,-044.129,-000.725	
-000.305,-044.441,-000.746	
-000.052,-044.755,-000.747	
-000.052,-045.070,-000.749	
-000.052,-045.386,-000.750	
-000.052,-045.703,-000.751	
000.114,-046.021,-000.740	
000.283,-046.340,-000.719	
000.029,-046.660,-000.716	
-000.221,-046.981,-000.731	
-000.221,-047.304,-000.746	
-000.052,-047.627,-000.747	
-000.305,-047.952,-000.766	
000.114,-048.277,-000.754	
-000.052,-048.604,-000.755	
000.198,-048.932,-000.738	
000.198,-049.261,-000.723	
000.198,-049.591,-000.708	
000.198,-049.923,-000.695	
000.029,-050.255,-000.694	
-000.052,-050.588,-000.699	
000.029,-050.923,-000.698	
000.029,-051.259,-000.697	
000.198,-051.595,-000.684	
000.029,-051.933,-000.684	
000.283,-052.272,-000.667	
-000.052,-052.612,-000.674	
000.029,-052.953,-000.674	
000.029,-053.295,-000.675	
000.198,-053.639,-000.664	
-000.136,-053.983,-000.677	
000.283,-054.328,-000.660	
000.029,-054.675,-000.661	
000.283,-055.022,-000.645	
000.283,-055.371,-000.630	
000.114,-055.721,-000.628	
-000.136,-056.072,-000.643	
000.198,-056.424,-000.634	
000.029,-056.777,-000.638	
000.534,-057.131,-000.605	
000.534,-057.486,-000.576	
000.198,-057.843,-000.571	
000.198,-058.200,-000.567	
000.114,-058.559,-000.570	
000.449,-058.918,-000.548	
000.449,-059.279,-000.528	
000.449,-059.641,-000.510	
000.114,-060.004,-000.516	
000.367,-060.369,-000.504	
000.283,-060.734,-000.499	
000.029,-061.100,-000.512	
000.114,-061.468,-000.518	
000.114,-061.837,-000.524	
-000.052,-062.206,-000.541	
000.198,-062.577,-000.540	
000.029,-062.950,-000.550	
000.367,-063.323,-000.536	
000.114,-063.697,-000.541	
000.114,-064.073,-000.545	
000.283,-064.449,-000.538	
000.198,-064.827,-000.536	
000.198,-065.206,-000.535	
-000.052,-065.586,-000.552	
000.449,-065.967,-000.532	
000.449,-066.349,-000.513	
-000.305,-066.732,-000.549	
-000.390,-067.116,-000.588	
-000.221,-067.502,-000.613	
-000.305,-067.888,-000.642	
-000.052,-068.276,-000.651	
-000.052,-068.665,-000.660	
000.618,-069.055,-000.620	
000.198,-069.446,-000.613	
000.618,-069.838,-000.577	
000.449,-070.231,-000.556	
000.449,-070.625,-000.536	
000.449,-071.021,-000.517	
-000.475,-071.417,-000.564	
